Type,Class,Variable1,Variable2,Variable3,Frequency
D,0,"(Temperature(F), '\'(67.05-76.9]\'')","(Humidity(%), '\'(-inf-43.5]\'')","(Weather_Condition, Cloudy)",0.001
D,0,"(Pressure(in), '\'(30.055-inf)\'')","(Weather_Condition, 'Partly Cloudy')","(Crossing, True)",0.002
D,0,"(Distance(mi), '\'(0.5225-inf)\'')","(Wind_Direction, NW)","(Weather_Condition, Rain)",0.001
D,0,"(Visibility(mi), '\'(-inf-9.5]\'')","(Weather_Condition, 'Partly Cloudy')","(Traffic_Signal, True)",0.001
D,0,"(Distance(mi), '\'(0.0135-0.5225]\'')","(Temperature(F), '\'(76.9-inf)\'')","(Visibility(mi), '\'(-inf-9.5]\'')",0.005
D,0,"(Temperature(F), '\'(56.9-67.05]\'')","(Station, True)","(Sunrise_Sunset, Day)",0.002
D,1,"(Street, local)","(Junction, True)","(Traffic_Signal, True)",0.002
D,0,"(Street, local)","(Humidity(%), '\'(43.5-55.5]\'')","(Weather_Condition, Windy)",0.001
D,0,"(Distance(mi), '\'(0.5225-inf)\'')","(Temperature(F), '\'(67.05-76.9]\'')","(Weather_Condition, Rain)",0.001
D,0,"(Humidity(%), '\'(68.5-82.5]\'')","(Wind_Direction, N)","(Weather_Condition, Drizzle)",0.001
D,0,"(Temperature(F), '\'(36.95-46.1]\'')","(Weather_Condition, Fair)","(Traffic_Signal, True)",0.006
D,0,"(Wind_Direction, Calm)","(Weather_Condition, Cloudy)","(Crossing, True)",0.003
D,0,"(Distance(mi), '\'(0.5225-inf)\'')","(Weather_Condition, Windy)","(Sunrise_Sunset, Night)",0.001
D,0,"(Humidity(%), '\'(82.5-93.5]\'')","(Wind_Direction, SW)","(Crossing, True)",0.001
D,0,"(Humidity(%), '\'(43.5-55.5]\'')","(Visibility(mi), '\'(-inf-9.5]\'')","(Traffic_Signal, True)",0.001
D,0,"(Temperature(F), '\'(36.95-46.1]\'')","(Wind_Direction, SW)","(Crossing, True)",0.001
D,0,"(Humidity(%), '\'(93.5-inf)\'')","(Weather_Condition, Fair)","(Traffic_Signal, True)",0.003
D,1,"(Distance(mi), '\'(-inf-0.0135]\'')","(Wind_Direction, NW)","(Weather_Condition, 'Heavy Rain')",0.001
D,1,"(Distance(mi), '\'(-inf-0.0135]\'')","(Humidity(%), '\'(55.5-68.5]\'')","(Weather_Condition, Snow)",0.0
D,1,"(Weather_Condition, Clear)","(Railway, True)","(Station, False)",0.0
D,1,"(Wind_Direction, E)","(Weather_Condition, Haze)","(Traffic_Signal, False)",0.0
D,1,"(Distance(mi), '\'(-inf-0.0135]\'')","(Temperature(F), '\'(46.1-56.9]\'')","(Weather_Condition, Thunderstorms)",0.0
D,1,"(Wind_Direction, SE)","(Weather_Condition, 'Heavy Rain')","(Junction, True)",0.0
D,1,"(Temperature(F), '\'(-inf-36.95]\'')","(Wind_Direction, S)","(Weather_Condition, 'Scattered Clouds')",0.0
D,1,"(Street, Interstate)","(Temperature(F), '\'(46.1-56.9]\'')","(Traffic_Signal, True)",0.0
D,0,"(Distance(mi), '\'(0.5225-inf)\'')","(Street, Interstate)","(Weather_Condition, Windy)",0.002
D,0,"(Street, Highway)","(Pressure(in), '\'(29.815-30.055]\'')","(Crossing, True)",0.002
D,0,"(Distance(mi), '\'(0.0135-0.5225]\'')","(Weather_Condition, Drizzle)","(Traffic_Signal, True)",0.001
D,0,"(Wind_Direction, W)","(Weather_Condition, Cloudy)","(Traffic_Signal, True)",0.001
D,0,"(Weather_Condition, Fair)","(Traffic_Calming, True)","(Traffic_Signal, False)",0.001
D,0,"(Distance(mi), '\'(0.5225-inf)\'')","(Temperature(F), '\'(36.95-46.1]\'')","(Weather_Condition, Windy)",0.001
D,0,"(Distance(mi), '\'(0.5225-inf)\'')","(Street, Beltway)","(Weather_Condition, Windy)",0.001
D,0,"(Temperature(F), '\'(36.95-46.1]\'')","(Wind_Direction, Variable)","(Weather_Condition, Fair)",0.001
D,0,"(Temperature(F), '\'(46.1-56.9]\'')","(Wind_Direction, SW)","(Crossing, True)",0.001
D,0,"(Humidity(%), '\'(43.5-55.5]\'')","(Wind_Direction, E)","(Weather_Condition, Cloudy)",0.001
D,0,"(Street, large_local)","(Wind_Direction, W)","(Weather_Condition, Drizzle)",0.001
D,1,"(Distance(mi), '\'(-inf-0.0135]\'')","(Temperature(F), '\'(46.1-56.9]\'')","(Weather_Condition, unknown)",0.001
D,1,"(Distance(mi), '\'(-inf-0.0135]\'')","(Crossing, False)","(Railway, True)",0.001
D,1,"(Wind_Direction, E)","(Weather_Condition, 'Partly Cloudy')","(Junction, True)",0.001
D,1,"(Street, Interstate)","(Traffic_Signal, True)","(Sunrise_Sunset, Night)",0.001
D,0,"(Wind_Direction, E)","(Weather_Condition, Cloudy)","(Crossing, True)",0.001
D,0,"(Street, local)","(Wind_Direction, Calm)","(Weather_Condition, Snow)",0.001
D,0,"(Temperature(F), '\'(76.9-inf)\'')","(Humidity(%), '\'(82.5-93.5]\'')","(Crossing, True)",0.001
D,0,"(Distance(mi), '\'(0.5225-inf)\'')","(Street, Tunnel)","(Sunrise_Sunset, Night)",0.001
D,0,"(Temperature(F), '\'(-inf-36.95]\'')","(Wind_Direction, SE)","(Traffic_Signal, True)",0.001
D,1,"(Distance(mi), '\'(-inf-0.0135]\'')","(Weather_Condition, 'Light Freezing Rain')","(Amenity, False)",0.001
D,1,"(Distance(mi), '\'(-inf-0.0135]\'')","(Weather_Condition, 'Light Freezing Rain')","(Crossing, False)",0.001
D,1,"(Distance(mi), '\'(-inf-0.0135]\'')","(Weather_Condition, 'Light Freezing Rain')","(Railway, False)",0.001
D,1,"(Distance(mi), '\'(-inf-0.0135]\'')","(Weather_Condition, 'Light Freezing Rain')","(Station, False)",0.001
D,1,"(Distance(mi), '\'(-inf-0.0135]\'')","(Weather_Condition, 'Light Freezing Rain')","(Stop, False)",0.001
D,1,"(Distance(mi), '\'(-inf-0.0135]\'')","(Weather_Condition, 'Light Freezing Rain')","(Traffic_Calming, False)",0.001
D,1,"(Distance(mi), '\'(-inf-0.0135]\'')","(Weather_Condition, 'Light Freezing Rain')","(Traffic_Signal, False)",0.001
D,0,"(Street, local)","(Humidity(%), '\'(82.5-93.5]\'')","(Weather_Condition, Rain)",0.001
D,0,"(Temperature(F), '\'(67.05-76.9]\'')","(Wind_Direction, SW)","(Crossing, True)",0.001
D,0,"(Wind_Direction, W)","(Weather_Condition, 'Partly Cloudy')","(Crossing, True)",0.001
D,0,"(Street, large_local)","(Humidity(%), '\'(-inf-43.5]\'')","(Visibility(mi), '\'(-inf-9.5]\'')",0.001
D,0,"(Humidity(%), '\'(93.5-inf)\'')","(Wind_Direction, S)","(Weather_Condition, Fair)",0.001
D,0,"(Distance(mi), '\'(0.0135-0.5225]\'')","(Temperature(F), '\'(76.9-inf)\'')","(Wind_Direction, E)",0.003
D,0,"(Temperature(F), '\'(46.1-56.9]\'')","(Wind_Direction, W)","(Crossing, True)",0.001
D,0,"(Street, local)","(Pressure(in), '\'(-inf-29.815]\'')","(Weather_Condition, Thunderstorms)",0.001
D,0,"(Temperature(F), '\'(-inf-36.95]\'')","(Pressure(in), '\'(29.815-30.055]\'')","(Weather_Condition, Fog)",0.001
D,0,"(Humidity(%), '\'(93.5-inf)\'')","(Weather_Condition, Fog)","(Crossing, True)",0.001
D,0,"(Temperature(F), '\'(56.9-67.05]\'')","(Pressure(in), '\'(-inf-29.815]\'')","(Station, True)",0.001
D,0,"(Humidity(%), '\'(82.5-93.5]\'')","(Wind_Direction, S)","(Crossing, True)",0.001
D,0,"(Distance(mi), '\'(-inf-0.0135]\'')","(Wind_Direction, SW)","(Crossing, True)",0.004
D,0,"(Temperature(F), '\'(36.95-46.1]\'')","(Humidity(%), '\'(43.5-55.5]\'')","(Visibility(mi), '\'(-inf-9.5]\'')",0.002
D,0,"(Distance(mi), '\'(0.0135-0.5225]\'')","(Temperature(F), '\'(36.95-46.1]\'')","(Traffic_Signal, True)",0.006
D,0,"(Temperature(F), '\'(-inf-36.95]\'')","(Humidity(%), '\'(68.5-82.5]\'')","(Crossing, True)",0.001
D,0,"(Wind_Direction, SW)","(Weather_Condition, 'Partly Cloudy')","(Traffic_Signal, True)",0.001
D,0,"(Distance(mi), '\'(0.5225-inf)\'')","(Temperature(F), '\'(46.1-56.9]\'')","(Weather_Condition, Rain)",0.001
D,0,"(Distance(mi), '\'(0.0135-0.5225]\'')","(Humidity(%), '\'(68.5-82.5]\'')","(Wind_Direction, N)",0.004
D,0,"(Pressure(in), '\'(29.815-30.055]\'')","(Weather_Condition, Fair)","(Traffic_Calming, True)",0.001
D,0,"(Humidity(%), '\'(82.5-93.5]\'')","(Crossing, True)","(Traffic_Calming, True)",0.001
D,0,"(Humidity(%), '\'(93.5-inf)\'')","(Wind_Direction, SW)","(Crossing, True)",0.001
D,0,"(Street, Highway)","(Wind_Direction, SW)","(Crossing, True)",0.001
D,0,"(Distance(mi), '\'(0.0135-0.5225]\'')","(Temperature(F), '\'(76.9-inf)\'')","(Weather_Condition, unknown)",0.001
D,0,"(Temperature(F), '\'(-inf-36.95]\'')","(Wind_Direction, W)","(Crossing, True)",0.001
D,0,"(Distance(mi), '\'(0.0135-0.5225]\'')","(Visibility(mi), '\'(-inf-9.5]\'')","(Wind_Direction, NW)",0.01
D,1,"(Distance(mi), '\'(-inf-0.0135]\'')","(Wind_Direction, SE)","(Weather_Condition, Haze)",0.001
D,1,"(Temperature(F), '\'(67.05-76.9]\'')","(Humidity(%), '\'(43.5-55.5]\'')","(Weather_Condition, Overcast)",0.001
D,1,"(Distance(mi), '\'(-inf-0.0135]\'')","(Weather_Condition, Thunderstorms)","(Traffic_Signal, False)",0.003
D,1,"(Distance(mi), '\'(-inf-0.0135]\'')","(Weather_Condition, Thunder)","(Junction, False)",0.001
D,1,"(Street, Interstate)","(Pressure(in), '\'(30.055-inf)\'')","(Traffic_Signal, True)",0.001
D,1,"(Distance(mi), '\'(0.0135-0.5225]\'')","(Weather_Condition, Overcast)","(Traffic_Calming, True)",0.0
D,1,"(Weather_Condition, Overcast)","(Crossing, False)","(Traffic_Calming, True)",0.0
D,1,"(Street, Tunnel)","(Wind_Direction, W)","(Weather_Condition, 'Partly Cloudy')",0.0
D,1,"(Street, Tunnel)","(Wind_Direction, E)","(Weather_Condition, 'Mostly Cloudy')",0.0
D,1,"(Street, Interstate)","(Temperature(F), '\'(76.9-inf)\'')","(Crossing, True)",0.0
D,1,"(Temperature(F), '\'(46.1-56.9]\'')","(Weather_Condition, Haze)","(Junction, True)",0.0
D,1,"(Temperature(F), '\'(56.9-67.05]\'')","(Visibility(mi), '\'(9.5-10.25]\'')","(Weather_Condition, Fog)",0.0
D,1,"(Temperature(F), '\'(-inf-36.95]\'')","(Humidity(%), '\'(93.5-inf)\'')","(Weather_Condition, unknown)",0.0
D,1,"(Temperature(F), '\'(-inf-36.95]\'')","(Wind_Direction, Calm)","(Weather_Condition, unknown)",0.0
D,1,"(Distance(mi), '\'(-inf-0.0135]\'')","(Temperature(F), '\'(36.95-46.1]\'')","(Weather_Condition, 'Heavy Rain')",0.0
D,1,"(Distance(mi), '\'(-inf-0.0135]\'')","(Humidity(%), '\'(93.5-inf)\'')","(Weather_Condition, 'Light Freezing Fog')",0.0
D,1,"(Distance(mi), '\'(-inf-0.0135]\'')","(Pressure(in), '\'(30.055-inf)\'')","(Weather_Condition, 'Light Freezing Fog')",0.0
D,1,"(Humidity(%), '\'(93.5-inf)\'')","(Pressure(in), '\'(30.055-inf)\'')","(Weather_Condition, 'Light Freezing Fog')",0.0
D,1,"(Wind_Direction, NW)","(Weather_Condition, Fog)","(Junction, True)",0.0
D,1,"(Temperature(F), '\'(76.9-inf)\'')","(Humidity(%), '\'(93.5-inf)\'')","(Wind_Direction, N)",0.0
D,1,"(Distance(mi), '\'(-inf-0.0135]\'')","(Wind_Direction, NE)","(Weather_Condition, Thunderstorms)",0.0
D,1,"(Street, Tunnel)","(Temperature(F), '\'(46.1-56.9]\'')","(Weather_Condition, 'Mostly Cloudy')",0.0
D,1,"(Temperature(F), '\'(76.9-inf)\'')","(Weather_Condition, 'Scattered Clouds')","(Sunrise_Sunset, Night)",0.002
D,1,"(Temperature(F), '\'(46.1-56.9]\'')","(Pressure(in), '\'(29.815-30.055]\'')","(Weather_Condition, 'Heavy Rain')",0.0
D,1,"(Humidity(%), '\'(93.5-inf)\'')","(Wind_Direction, SW)","(Weather_Condition, Thunderstorms)",0.0
D,1,"(Humidity(%), '\'(82.5-93.5]\'')","(Pressure(in), '\'(-inf-29.815]\'')","(Weather_Condition, unknown)",0.0
D,1,"(Street, large_local)","(Temperature(F), '\'(46.1-56.9]\'')","(Weather_Condition, unknown)",0.0
D,1,"(Temperature(F), '\'(46.1-56.9]\'')","(Pressure(in), '\'(29.815-30.055]\'')","(Weather_Condition, unknown)",0.0
D,1,"(Street, Tunnel)","(Traffic_Signal, True)","(Sunrise_Sunset, Day)",0.0
D,1,"(Temperature(F), '\'(-inf-36.95]\'')","(Junction, True)","(Traffic_Signal, True)",0.0
D,1,"(Street, Highway)","(Humidity(%), '\'(82.5-93.5]\'')","(Weather_Condition, 'Light Freezing Rain')",0.0
D,1,"(Distance(mi), '\'(-inf-0.0135]\'')","(Humidity(%), '\'(43.5-55.5]\'')","(Weather_Condition, Thunder)",0.0
D,1,"(Pressure(in), '\'(30.055-inf)\'')","(Weather_Condition, Thunder)","(Sunrise_Sunset, Day)",0.0
D,1,"(Distance(mi), '\'(-inf-0.0135]\'')","(Wind_Direction, NE)","(Weather_Condition, Thunder)",0.0
D,1,"(Visibility(mi), '\'(-inf-9.5]\'')","(Wind_Direction, NE)","(Weather_Condition, Thunder)",0.0
D,1,"(Temperature(F), '\'(76.9-inf)\'')","(Weather_Condition, Thunderstorm)","(Traffic_Signal, False)",0.0
D,1,"(Wind_Direction, SE)","(Weather_Condition, Thunderstorm)","(Crossing, False)",0.0
D,1,"(Weather_Condition, Thunderstorm)","(Traffic_Signal, False)","(Sunrise_Sunset, Day)",0.001
D,1,"(Wind_Direction, Calm)","(Weather_Condition, Clear)","(Railway, True)",0.0
D,1,"(Street, Beltway)","(Wind_Direction, NW)","(Weather_Condition, Haze)",0.0
D,1,"(Pressure(in), '\'(-inf-29.815]\'')","(Wind_Direction, NW)","(Weather_Condition, Haze)",0.0
D,1,"(Humidity(%), '\'(82.5-93.5]\'')","(Visibility(mi), '\'(9.5-10.25]\'')","(Weather_Condition, 'Wintry Mix')",0.0
D,1,"(Humidity(%), '\'(93.5-inf)\'')","(Wind_Direction, SE)","(Weather_Condition, Thunderstorms)",0.0
D,1,"(Street, Tunnel)","(Temperature(F), '\'(76.9-inf)\'')","(Pressure(in), '\'(30.055-inf)\'')",0.0
D,1,"(Street, Tunnel)","(Humidity(%), '\'(68.5-82.5]\'')","(Wind_Direction, Variable)",0.0
D,1,"(Street, Tunnel)","(Pressure(in), '\'(30.055-inf)\'')","(Wind_Direction, Variable)",0.0
D,1,"(Temperature(F), '\'(76.9-inf)\'')","(Pressure(in), '\'(30.055-inf)\'')","(Weather_Condition, Rain)",0.0
D,1,"(Temperature(F), '\'(46.1-56.9]\'')","(Humidity(%), '\'(68.5-82.5]\'')","(Weather_Condition, unknown)",0.0
D,1,"(Temperature(F), '\'(76.9-inf)\'')","(Weather_Condition, Haze)","(Junction, True)",0.0
D,1,"(Pressure(in), '\'(-inf-29.815]\'')","(Weather_Condition, Thunderstorm)","(Amenity, False)",0.0
D,1,"(Pressure(in), '\'(-inf-29.815]\'')","(Weather_Condition, Thunderstorm)","(Crossing, False)",0.0
D,1,"(Pressure(in), '\'(-inf-29.815]\'')","(Weather_Condition, Thunderstorm)","(Junction, False)",0.0
D,1,"(Pressure(in), '\'(-inf-29.815]\'')","(Weather_Condition, Thunderstorm)","(Railway, False)",0.0
D,1,"(Pressure(in), '\'(-inf-29.815]\'')","(Weather_Condition, Thunderstorm)","(Station, False)",0.0
D,1,"(Pressure(in), '\'(-inf-29.815]\'')","(Weather_Condition, Thunderstorm)","(Stop, False)",0.0
D,1,"(Pressure(in), '\'(-inf-29.815]\'')","(Weather_Condition, Thunderstorm)","(Traffic_Calming, False)",0.0
D,1,"(Pressure(in), '\'(-inf-29.815]\'')","(Weather_Condition, Thunderstorm)","(Traffic_Signal, False)",0.0
D,1,"(Pressure(in), '\'(-inf-29.815]\'')","(Weather_Condition, Thunderstorm)","(Sunrise_Sunset, Day)",0.0
D,1,"(Wind_Direction, Variable)","(Weather_Condition, 'Scattered Clouds')","(Sunrise_Sunset, Night)",0.0
D,1,"(Temperature(F), '\'(67.05-76.9]\'')","(Humidity(%), '\'(93.5-inf)\'')","(Weather_Condition, Thunderstorm)",0.0
D,1,"(Street, Interstate)","(Temperature(F), '\'(46.1-56.9]\'')","(Weather_Condition, unknown)",0.0
D,1,"(Street, Interstate)","(Wind_Direction, W)","(Weather_Condition, Snow)",0.0
D,1,"(Street, Interstate)","(Temperature(F), '\'(-inf-36.95]\'')","(Railway, True)",0.0
D,1,"(Wind_Direction, NW)","(Weather_Condition, Clear)","(Railway, True)",0.0
D,1,"(Street, Interstate)","(Humidity(%), '\'(55.5-68.5]\'')","(Railway, True)",0.0
D,1,"(Wind_Direction, Calm)","(Weather_Condition, Thunderstorms)","(Junction, True)",0.0
D,1,"(Street, Tunnel)","(Temperature(F), '\'(-inf-36.95]\'')","(Weather_Condition, Clear)",0.0
D,1,"(Humidity(%), '\'(-inf-43.5]\'')","(Visibility(mi), '\'(-inf-9.5]\'')","(Wind_Direction, Variable)",0.0
D,1,"(Wind_Direction, Variable)","(Weather_Condition, 'Mostly Cloudy')","(Traffic_Calming, True)",0.0
D,1,"(Humidity(%), '\'(-inf-43.5]\'')","(Wind_Direction, E)","(Weather_Condition, 'Scattered Clouds')",0.0
D,1,"(Pressure(in), '\'(30.055-inf)\'')","(Wind_Direction, S)","(Weather_Condition, 'Light Freezing Rain')",0.0
D,1,"(Distance(mi), '\'(-inf-0.0135]\'')","(Wind_Direction, Calm)","(Weather_Condition, 'Light Freezing Rain')",0.0
D,1,"(Street, Tunnel)","(Humidity(%), '\'(43.5-55.5]\'')","(Wind_Direction, E)",0.0
D,1,"(Humidity(%), '\'(68.5-82.5]\'')","(Wind_Direction, S)","(Weather_Condition, 'Light Freezing Rain')",0.0
D,1,"(Street, large_local)","(Wind_Direction, Variable)","(Weather_Condition, Snow)",0.0
D,1,"(Wind_Direction, N)","(Weather_Condition, 'Heavy Rain')","(Junction, True)",0.0
D,1,"(Street, Highway)","(Humidity(%), '\'(43.5-55.5]\'')","(Weather_Condition, Snow)",0.0
D,1,"(Temperature(F), '\'(-inf-36.95]\'')","(Weather_Condition, unknown)","(Junction, True)",0.0
D,1,"(Pressure(in), '\'(-inf-29.815]\'')","(Wind_Direction, N)","(Weather_Condition, 'Scattered Clouds')",0.0
D,1,"(Wind_Direction, NW)","(Weather_Condition, 'Heavy Rain')","(Junction, True)",0.0
D,1,"(Pressure(in), '\'(-inf-29.815]\'')","(Wind_Direction, NE)","(Weather_Condition, Clear)",0.0
D,1,"(Street, Interstate)","(Wind_Direction, W)","(Weather_Condition, Thunderstorms)",0.0
D,1,"(Distance(mi), '\'(-inf-0.0135]\'')","(Temperature(F), '\'(56.9-67.05]\'')","(Wind_Direction, unknown)",0.0
D,1,"(Distance(mi), '\'(-inf-0.0135]\'')","(Humidity(%), '\'(-inf-43.5]\'')","(Weather_Condition, unknown)",0.0
D,1,"(Street, Interstate)","(Temperature(F), '\'(56.9-67.05]\'')","(Traffic_Signal, True)",0.0
D,1,"(Temperature(F), '\'(36.95-46.1]\'')","(Humidity(%), '\'(93.5-inf)\'')","(Weather_Condition, unknown)",0.0
D,1,"(Street, Tunnel)","(Temperature(F), '\'(67.05-76.9]\'')","(Wind_Direction, W)",0.0
D,1,"(Street, Tunnel)","(Temperature(F), '\'(-inf-36.95]\'')","(Wind_Direction, E)",0.0
D,1,"(Humidity(%), '\'(55.5-68.5]\'')","(Station, True)","(Stop, True)",0.0
D,1,"(Temperature(F), '\'(56.9-67.05]\'')","(Wind_Direction, W)","(Weather_Condition, 'Heavy Rain')",0.0
D,1,"(Humidity(%), '\'(93.5-inf)\'')","(Wind_Direction, SE)","(Weather_Condition, 'Light Freezing Rain')",0.0
D,1,"(Temperature(F), '\'(-inf-36.95]\'')","(Wind_Direction, Variable)","(Weather_Condition, 'Scattered Clouds')",0.0
D,1,"(Street, Beltway)","(Humidity(%), '\'(68.5-82.5]\'')","(Wind_Direction, Variable)",0.0
D,1,"(Distance(mi), '\'(0.5225-inf)\'')","(Wind_Direction, S)","(Traffic_Calming, True)",0.0
D,1,"(Wind_Direction, Calm)","(Weather_Condition, Haze)","(Junction, True)",0.0
D,1,"(Street, large_local)","(Pressure(in), '\'(30.055-inf)\'')","(Weather_Condition, Windy)",0.0
D,1,"(Street, Highway)","(Weather_Condition, unknown)","(Crossing, True)",0.0
D,1,"(Humidity(%), '\'(93.5-inf)\'')","(Weather_Condition, unknown)","(Crossing, True)",0.0
D,1,"(Street, Interstate)","(Humidity(%), '\'(43.5-55.5]\'')","(Wind_Direction, unknown)",0.0
D,1,"(Pressure(in), '\'(30.055-inf)\'')","(Wind_Direction, S)","(Weather_Condition, Snow)",0.0
D,1,"(Street, large_local)","(Visibility(mi), '\'(-inf-9.5]\'')","(Weather_Condition, Thunder)",0.0
D,1,"(Temperature(F), '\'(46.1-56.9]\'')","(Wind_Direction, Variable)","(Weather_Condition, 'Scattered Clouds')",0.0
D,1,"(Distance(mi), '\'(-inf-0.0135]\'')","(Wind_Direction, N)","(Weather_Condition, Thunderstorms)",0.0
D,1,"(Street, Interstate)","(Humidity(%), '\'(93.5-inf)\'')","(Traffic_Calming, True)",0.0
D,1,"(Temperature(F), '\'(76.9-inf)\'')","(Wind_Direction, E)","(Weather_Condition, Haze)",0.0
D,1,"(Wind_Direction, W)","(Weather_Condition, 'Scattered Clouds')","(Crossing, True)",0.0
D,1,"(Street, large_local)","(Wind_Direction, Variable)","(Traffic_Calming, True)",0.0
D,1,"(Street, local)","(Weather_Condition, Thunderstorms)","(Junction, True)",0.0
D,1,"(Street, Interstate)","(Humidity(%), '\'(-inf-43.5]\'')","(Traffic_Signal, True)",0.0
D,1,"(Temperature(F), '\'(67.05-76.9]\'')","(Wind_Direction, Variable)","(Weather_Condition, Fog)",0.0
D,1,"(Humidity(%), '\'(93.5-inf)\'')","(Wind_Direction, W)","(Weather_Condition, unknown)",0.0
D,1,"(Visibility(mi), '\'(-inf-9.5]\'')","(Wind_Direction, W)","(Weather_Condition, unknown)",0.0
D,1,"(Street, Interstate)","(Wind_Direction, Variable)","(Weather_Condition, 'Heavy Rain')",0.0
D,1,"(Street, Beltway)","(Pressure(in), '\'(-inf-29.815]\'')","(Wind_Direction, Variable)",0.0
D,1,"(Street, large_local)","(Wind_Direction, SE)","(Traffic_Calming, True)",0.0
D,1,"(Temperature(F), '\'(67.05-76.9]\'')","(Humidity(%), '\'(43.5-55.5]\'')","(Traffic_Calming, True)",0.0
D,1,"(Humidity(%), '\'(43.5-55.5]\'')","(Wind_Direction, SE)","(Traffic_Calming, True)",0.0
D,1,"(Humidity(%), '\'(43.5-55.5]\'')","(Weather_Condition, Cloudy)","(Traffic_Calming, True)",0.0
D,0,"(Temperature(F), '\'(-inf-36.95]\'')","(Wind_Direction, W)","(Traffic_Signal, True)",0.001
D,0,"(Humidity(%), '\'(-inf-43.5]\'')","(Visibility(mi), '\'(-inf-9.5]\'')","(Traffic_Signal, True)",0.001
D,0,"(Humidity(%), '\'(68.5-82.5]\'')","(Wind_Direction, SW)","(Crossing, True)",0.001
D,0,"(Humidity(%), '\'(55.5-68.5]\'')","(Wind_Direction, SW)","(Crossing, True)",0.001
D,0,"(Temperature(F), '\'(36.95-46.1]\'')","(Wind_Direction, SE)","(Crossing, True)",0.001
D,0,"(Temperature(F), '\'(76.9-inf)\'')","(Wind_Direction, E)","(Crossing, True)",0.001
D,0,"(Distance(mi), '\'(0.0135-0.5225]\'')","(Street, large_local)","(Wind_Direction, N)",0.005
D,0,"(Distance(mi), '\'(0.0135-0.5225]\'')","(Humidity(%), '\'(93.5-inf)\'')","(Wind_Direction, W)",0.002
D,0,"(Wind_Direction, NW)","(Weather_Condition, Windy)","(Sunrise_Sunset, Night)",0.001
D,0,"(Temperature(F), '\'(36.95-46.1]\'')","(Wind_Direction, W)","(Crossing, True)",0.001
D,0,"(Street, local)","(Wind_Direction, NW)","(Weather_Condition, Windy)",0.002
D,1,"(Distance(mi), '\'(-inf-0.0135]\'')","(Weather_Condition, 'Heavy Rain')","(Crossing, False)",0.004
D,1,"(Distance(mi), '\'(-inf-0.0135]\'')","(Wind_Direction, E)","(Weather_Condition, Rain)",0.002
D,0,"(Wind_Direction, W)","(Crossing, True)","(Sunrise_Sunset, Night)",0.001
D,0,"(Distance(mi), '\'(-inf-0.0135]\'')","(Temperature(F), '\'(46.1-56.9]\'')","(Station, True)",0.001
D,0,"(Distance(mi), '\'(0.5225-inf)\'')","(Temperature(F), '\'(46.1-56.9]\'')","(Crossing, True)",0.001
D,0,"(Street, local)","(Temperature(F), '\'(-inf-36.95]\'')","(Weather_Condition, Fog)",0.001
D,0,"(Street, local)","(Humidity(%), '\'(55.5-68.5]\'')","(Weather_Condition, Drizzle)",0.001
D,0,"(Distance(mi), '\'(0.0135-0.5225]\'')","(Humidity(%), '\'(82.5-93.5]\'')","(Wind_Direction, NW)",0.008
D,1,"(Distance(mi), '\'(-inf-0.0135]\'')","(Weather_Condition, 'Heavy Rain')","(Traffic_Signal, False)",0.004
D,0,"(Distance(mi), '\'(0.0135-0.5225]\'')","(Wind_Direction, E)","(Crossing, True)",0.001
D,0,"(Wind_Direction, Calm)","(Weather_Condition, Cloudy)","(Traffic_Signal, True)",0.005
D,0,"(Visibility(mi), '\'(-inf-9.5]\'')","(Wind_Direction, SW)","(Traffic_Signal, True)",0.002
D,0,"(Distance(mi), '\'(0.0135-0.5225]\'')","(Humidity(%), '\'(68.5-82.5]\'')","(Wind_Direction, NE)",0.006
D,0,"(Distance(mi), '\'(0.0135-0.5225]\'')","(Temperature(F), '\'(-inf-36.95]\'')","(Wind_Direction, N)",0.006
D,0,"(Temperature(F), '\'(67.05-76.9]\'')","(Wind_Direction, S)","(Traffic_Signal, True)",0.002
D,1,"(Distance(mi), '\'(-inf-0.0135]\'')","(Pressure(in), '\'(29.815-30.055]\'')","(Weather_Condition, Thunderstorms)",0.002
D,0,"(Distance(mi), '\'(0.0135-0.5225]\'')","(Humidity(%), '\'(82.5-93.5]\'')","(Wind_Direction, SW)",0.007
D,0,"(Wind_Direction, SW)","(Weather_Condition, 'Partly Cloudy')","(Crossing, True)",0.001
D,0,"(Crossing, True)","(Traffic_Calming, True)","(Traffic_Signal, False)",0.001
D,0,"(Street, local)","(Humidity(%), '\'(82.5-93.5]\'')","(Weather_Condition, Thunderstorms)",0.001
D,0,"(Distance(mi), '\'(0.5225-inf)\'')","(Wind_Direction, E)","(Weather_Condition, Rain)",0.001
D,0,"(Street, Highway)","(Wind_Direction, NW)","(Crossing, True)",0.001
D,0,"(Pressure(in), '\'(30.055-inf)\'')","(Wind_Direction, Variable)","(Crossing, True)",0.001
D,0,"(Temperature(F), '\'(-inf-36.95]\'')","(Humidity(%), '\'(82.5-93.5]\'')","(Weather_Condition, Rain)",0.001
D,1,"(Weather_Condition, 'Heavy Rain')","(Junction, True)","(Sunrise_Sunset, Day)",0.001
D,0,"(Distance(mi), '\'(0.5225-inf)\'')","(Crossing, True)","(Traffic_Signal, False)",0.002
D,0,"(Wind_Direction, SE)","(Weather_Condition, Fair)","(Traffic_Signal, True)",0.003
