Type;Class;Variable1;Variable2;Variable3;Frequency;Frequency_Difference;
U;1;(education_num, 14);(relationship, Wife);(race, Amer-Indian-Eskimo);0.0001;;
U;1;(relationship, Wife);(race, Amer-Indian-Eskimo);(hr_worked_per_week, '\'(47.5-52.5]\'');0.0001;;
U;1;(age, '\'(34.5-39.5]\'');(type_employer, Federal-gov);(education_num, 16);0.0001;;
U;1;(age, '\'(34.5-39.5]\'');(type_employer, Federal-gov);(race, Amer-Indian-Eskimo);0.0001;;
U;1;(age, '\'(34.5-39.5]\'');(education_num, 16);(race, Amer-Indian-Eskimo);0.0001;;
U;1;(type_employer, Federal-gov);(fnlwgt, '\'(96945-138590]\'');(race, Amer-Indian-Eskimo);0.0001;;
U;1;(type_employer, Federal-gov);(education_num, 16);(race, Amer-Indian-Eskimo);0.0001;;
U;1;(fnlwgt, '\'(96945-138590]\'');(education_num, 16);(race, Amer-Indian-Eskimo);0.0001;;
U;1;(education_num, 16);(marital_status, Never-married);(race, Amer-Indian-Eskimo);0.0001;;
U;1;(education_num, 16);(relationship, Not-in-family);(race, Amer-Indian-Eskimo);0.0001;;
U;1;(education_num, 16);(race, Amer-Indian-Eskimo);(hr_worked_per_week, '\'(52.5-inf)\'');0.0001;;
U;1;(age, '\'(39.5-45.5]\'');(education_num, 15);(occupation, Craft-repair);0.0001;;
U;1;(type_employer, Self-emp-inc);(education_num, 15);(occupation, Craft-repair);0.0001;;
U;1;(education_num, 15);(marital_status, Never-married);(occupation, Craft-repair);0.0001;;
U;1;(education_num, 15);(occupation, Craft-repair);(relationship, Not-in-family);0.0001;;
U;1;(age, '\'(52.5-inf)\'');(type_employer, Self-emp-inc);(occupation, Machine-op-inspct);0.0001;;
U;1;(type_employer, Self-emp-inc);(education_num, 4);(occupation, Machine-op-inspct);0.0001;;
U;1;(type_employer, Self-emp-inc);(occupation, Machine-op-inspct);(hr_worked_per_week, '\'(39.5-40.5]\'');0.0001;;
U;1;(fnlwgt, '\'(138590-176261.5]\'');(education_num, 14);(occupation, Transport-moving);0.0001;;
U;1;(age, '\'(45.5-52.5]\'');(type_employer, Self-emp-inc);(relationship, Other-relative);0.0001;;
U;1;(age, '\'(45.5-52.5]\'');(education_num, 7);(relationship, Other-relative);0.0001;;
U;1;(type_employer, Self-emp-inc);(fnlwgt, '\'(96945-138590]\'');(relationship, Other-relative);0.0001;;
U;1;(type_employer, Self-emp-inc);(education_num, 7);(relationship, Other-relative);0.0001;;
U;1;(type_employer, Self-emp-inc);(marital_status, Never-married);(relationship, Other-relative);0.0001;;
U;1;(type_employer, Self-emp-inc);(relationship, Other-relative);(hr_worked_per_week, '\'(39.5-40.5]\'');0.0001;;
U;1;(education_num, 7);(occupation, Exec-managerial);(relationship, Other-relative);0.0001;;
U;1;(type_employer, Self-emp-inc);(marital_status, Divorced);(relationship, Own-child);0.0001;;
U;1;(age, '\'(45.5-52.5]\'');(relationship, Wife);(race, Amer-Indian-Eskimo);0.0001;;
U;1;(type_employer, Federal-gov);(relationship, Wife);(race, Amer-Indian-Eskimo);0.0001;;
U;1;(education_num, 13);(occupation, Exec-managerial);(race, Amer-Indian-Eskimo);0.0001;;
U;1;(education_num, 13);(relationship, Wife);(race, Amer-Indian-Eskimo);0.0001;;
U;1;(age, '\'(27.5-34.5]\'');(fnlwgt, '\'(206692.5-276793.5]\'');(race, Asian-Pac-Islander);0.0001;;
U;1;(type_employer, Private);(race, Asian-Pac-Islander);(hr_worked_per_week, '\'(37.5-39.5]\'');0.0001;;
U;1;(fnlwgt, '\'(206692.5-276793.5]\'');(race, Asian-Pac-Islander);(hr_worked_per_week, '\'(37.5-39.5]\'');0.0001;;
U;1;(occupation, Other-service);(race, Asian-Pac-Islander);(hr_worked_per_week, '\'(37.5-39.5]\'');0.0001;;
U;1;(type_employer, Federal-gov);(fnlwgt, '\'(176261.5-206692.5]\'');(occupation, Farming-fishing);0.0001;;
U;1;(age, '\'(52.5-inf)\'');(type_employer, State-gov);(relationship, Other-relative);0.0001;;
U;1;(fnlwgt, '\'(138590-176261.5]\'');(education_num, 8);(relationship, Wife);0.0001;;
U;1;(education_num, 8);(relationship, Wife);(race, Black);0.0001;;
U;1;(age, '\'(27.5-34.5]\'');(marital_status, Widowed);(hr_worked_per_week, '\'(52.5-inf)\'');0.0001;;
U;1;(fnlwgt, '\'(96945-138590]\'');(education_num, 16);(occupation, Sales);0.0001;;
U;1;(education_num, 15);(relationship, Own-child);(hr_worked_per_week, '\'(40.5-47.5]\'');0.0001;;
U;1;(type_employer, State-gov);(education_num, 11);(hr_worked_per_week, '\'(47.5-52.5]\'');0.0001;;
U;1;(age, '\'(45.5-52.5]\'');(fnlwgt, '\'(276793.5-inf)\'');(race, Amer-Indian-Eskimo);0.0001;;
U;1;(age, '\'(34.5-39.5]\'');(type_employer, Federal-gov);(marital_status, Widowed);0.0001;;
U;1;(type_employer, Local-gov);(occupation, Other-service);(hr_worked_per_week, '\'(37.5-39.5]\'');0.0001;;
U;1;(age, '\'(39.5-45.5]\'');(education_num, 15);(occupation, Farming-fishing);0.0001;;
U;1;(fnlwgt, '\'(176261.5-206692.5]\'');(education_num, 15);(occupation, Farming-fishing);0.0001;;
U;1;(age, '\'(45.5-52.5]\'');(race, Amer-Indian-Eskimo);(hr_worked_per_week, '\'(47.5-52.5]\'');0.0001;;
U;1;(type_employer, Self-emp-inc);(education_num, 16);(relationship, Wife);0.0001;;
U;1;(type_employer, Self-emp-inc);(education_num, 16);(sex, Female);0.0001;;
U;1;(age, '\'(34.5-39.5]\'');(education_num, 6);(occupation, Sales);0.0001;;
U;1;(education_num, 14);(marital_status, Separated);(race, Black);0.0001;;
U;1;(type_employer, Self-emp-not-inc);(fnlwgt, '\'(276793.5-inf)\'');(race, Amer-Indian-Eskimo);0.0001;;
U;1;(type_employer, Self-emp-not-inc);(occupation, Prof-specialty);(race, Amer-Indian-Eskimo);0.0001;;
U;1;(age, '\'(52.5-inf)\'');(type_employer, Self-emp-inc);(relationship, Other-relative);0.0001;;
U;1;(age, '\'(52.5-inf)\'');(relationship, Other-relative);(race, Asian-Pac-Islander);0.0001;;
U;1;(type_employer, Self-emp-inc);(marital_status, Widowed);(relationship, Other-relative);0.0001;;
U;1;(type_employer, Self-emp-inc);(marital_status, Widowed);(race, Asian-Pac-Islander);0.0001;;
U;1;(type_employer, Self-emp-inc);(occupation, Sales);(relationship, Other-relative);0.0001;;
U;1;(type_employer, Self-emp-inc);(relationship, Other-relative);(race, Asian-Pac-Islander);0.0001;;
U;1;(type_employer, Self-emp-inc);(race, Asian-Pac-Islander);(hr_worked_per_week, '\'(-inf-37.5]\'');0.0001;;
U;1;(marital_status, Widowed);(occupation, Sales);(race, Asian-Pac-Islander);0.0001;;
U;1;(marital_status, Widowed);(relationship, Other-relative);(race, Asian-Pac-Islander);0.0001;;
U;1;(type_employer, State-gov);(fnlwgt, '\'(-inf-96945]\'');(occupation, Machine-op-inspct);0.0001;;
U;1;(type_employer, Self-emp-not-inc);(education_num, 15);(marital_status, Widowed);0.0001;;
U;1;(fnlwgt, '\'(276793.5-inf)\'');(education_num, 15);(marital_status, Widowed);0.0001;;
U;1;(education_num, 15);(marital_status, Widowed);(hr_worked_per_week, '\'(52.5-inf)\'');0.0001;;
U;1;(fnlwgt, '\'(138590-176261.5]\'');(education_num, 11);(race, Asian-Pac-Islander);0.0001;;
U;1;(fnlwgt, '\'(138590-176261.5]\'');(marital_status, Widowed);(race, Asian-Pac-Islander);0.0001;;
U;1;(marital_status, Widowed);(occupation, Exec-managerial);(race, Asian-Pac-Islander);0.0001;;
U;1;(fnlwgt, '\'(96945-138590]\'');(race, Amer-Indian-Eskimo);(hr_worked_per_week, '\'(47.5-52.5]\'');0.0001;;
U;1;(type_employer, Self-emp-inc);(fnlwgt, '\'(96945-138590]\'');(education_num, 16);0.0001;;
U;1;(marital_status, Divorced);(occupation, Craft-repair);(race, Asian-Pac-Islander);0.0001;;
U;1;(type_employer, State-gov);(education_num, 15);(hr_worked_per_week, '\'(-inf-37.5]\'');0.0001;;
U;1;(fnlwgt, '\'(276793.5-inf)\'');(occupation, Tech-support);(hr_worked_per_week, '\'(37.5-39.5]\'');0.0001;;
U;1;(age, '\'(52.5-inf)\'');(type_employer, State-gov);(race, Asian-Pac-Islander);0.0001;;
U;1;(age, '\'(45.5-52.5]\'');(type_employer, Self-emp-inc);(education_num, 4);0.0001;;
U;1;(type_employer, Self-emp-inc);(fnlwgt, '\'(176261.5-206692.5]\'');(education_num, 4);0.0001;;
U;1;(type_employer, Federal-gov);(education_num, 15);(relationship, Unmarried);0.0001;;
U;1;(type_employer, Local-gov);(education_num, 13);(occupation, Farming-fishing);0.0001;;
U;1;(fnlwgt, '\'(176261.5-206692.5]\'');(education_num, 4);(occupation, Sales);0.0001;;
U;1;(age, '\'(39.5-45.5]\'');(type_employer, Federal-gov);(education_num, 16);0.0001;;
U;1;(type_employer, Federal-gov);(education_num, 11);(relationship, Wife);0.0001;;
U;1;(type_employer, Federal-gov);(relationship, Wife);(hr_worked_per_week, '\'(52.5-inf)\'');0.0001;;
U;1;(age, '\'(27.5-34.5]\'');(relationship, Wife);(race, Asian-Pac-Islander);0.0001;;
U;1;(type_employer, Federal-gov);(education_num, 16);(marital_status, Divorced);0.0001;;
U;1;(type_employer, Federal-gov);(education_num, 16);(occupation, Exec-managerial);0.0001;;
U;1;(age, '\'(45.5-52.5]\'');(type_employer, Self-emp-not-inc);(marital_status, Married-spouse-absent);0.0001;;
U;1;(age, '\'(45.5-52.5]\'');(marital_status, Married-spouse-absent);(relationship, Own-child);0.0001;;
U;1;(type_employer, Self-emp-not-inc);(marital_status, Married-spouse-absent);(occupation, Sales);0.0001;;
U;1;(age, '\'(45.5-52.5]\'');(type_employer, State-gov);(marital_status, Married-spouse-absent);0.0001;;
U;1;(type_employer, State-gov);(education_num, 14);(marital_status, Married-spouse-absent);0.0001;;
U;1;(type_employer, State-gov);(marital_status, Married-spouse-absent);(occupation, Exec-managerial);0.0001;;
U;1;(type_employer, State-gov);(marital_status, Married-spouse-absent);(hr_worked_per_week, '\'(40.5-47.5]\'');0.0001;;
U;1;(fnlwgt, '\'(96945-138590]\'');(education_num, 14);(marital_status, Married-spouse-absent);0.0001;;
U;1;(education_num, 14);(marital_status, Married-spouse-absent);(relationship, Unmarried);0.0001;;
U;1;(education_num, 14);(marital_status, Married-spouse-absent);(hr_worked_per_week, '\'(40.5-47.5]\'');0.0001;;
U;1;(age, '\'(34.5-39.5]\'');(occupation, Protective-serv);(race, Asian-Pac-Islander);0.0001;;
U;1;(marital_status, Married-civ-spouse);(occupation, Protective-serv);(race, Asian-Pac-Islander);0.0001;;
U;1;(occupation, Protective-serv);(relationship, Husband);(race, Asian-Pac-Islander);0.0001;;
U;1;(occupation, Protective-serv);(race, Asian-Pac-Islander);(hr_worked_per_week, '\'(52.5-inf)\'');0.0001;;
U;1;(age, '\'(34.5-39.5]\'');(type_employer, State-gov);(race, Amer-Indian-Eskimo);0.0001;;
U;1;(age, '\'(34.5-39.5]\'');(occupation, Protective-serv);(race, Amer-Indian-Eskimo);0.0001;;
U;1;(type_employer, State-gov);(marital_status, Divorced);(race, Amer-Indian-Eskimo);0.0001;;
U;1;(education_num, 10);(occupation, Protective-serv);(race, Amer-Indian-Eskimo);0.0001;;
U;1;(age, '\'(45.5-52.5]\'');(type_employer, Self-emp-inc);(race, Other);0.0001;;
U;1;(age, '\'(45.5-52.5]\'');(fnlwgt, '\'(176261.5-206692.5]\'');(race, Other);0.0001;;
U;1;(type_employer, Self-emp-inc);(fnlwgt, '\'(176261.5-206692.5]\'');(race, Other);0.0001;;
U;1;(type_employer, Self-emp-inc);(marital_status, Married-civ-spouse);(race, Other);0.0001;;
U;1;(type_employer, Self-emp-inc);(relationship, Husband);(race, Other);0.0001;;
U;1;(fnlwgt, '\'(176261.5-206692.5]\'');(race, Other);(hr_worked_per_week, '\'(52.5-inf)\'');0.0001;;
U;1;(type_employer, Local-gov);(occupation, Tech-support);(relationship, Unmarried);0.0001;;
U;1;(type_employer, Federal-gov);(fnlwgt, '\'(138590-176261.5]\'');(hr_worked_per_week, '\'(37.5-39.5]\'');0.0001;;
U;1;(age, '\'(34.5-39.5]\'');(type_employer, State-gov);(race, Other);0.0001;;
U;1;(age, '\'(34.5-39.5]\'');(education_num, 14);(race, Other);0.0001;;
U;1;(age, '\'(34.5-39.5]\'');(occupation, Prof-specialty);(race, Other);0.0001;;
U;1;(age, '\'(34.5-39.5]\'');(relationship, Other-relative);(race, Other);0.0001;;
U;1;(age, '\'(34.5-39.5]\'');(relationship, Other-relative);(hr_worked_per_week, '\'(37.5-39.5]\'');0.0001;;
U;1;(age, '\'(34.5-39.5]\'');(race, Other);(hr_worked_per_week, '\'(37.5-39.5]\'');0.0001;;
U;1;(type_employer, State-gov);(fnlwgt, '\'(206692.5-276793.5]\'');(race, Other);0.0001;;
U;1;(type_employer, State-gov);(education_num, 14);(race, Other);0.0001;;
U;1;(type_employer, State-gov);(marital_status, Married-civ-spouse);(race, Other);0.0001;;
U;1;(type_employer, State-gov);(occupation, Prof-specialty);(race, Other);0.0001;;
U;1;(type_employer, State-gov);(relationship, Other-relative);(race, Other);0.0001;;
U;1;(type_employer, State-gov);(relationship, Other-relative);(hr_worked_per_week, '\'(37.5-39.5]\'');0.0001;;
U;1;(type_employer, State-gov);(race, Other);(sex, Female);0.0001;;
U;1;(type_employer, State-gov);(race, Other);(hr_worked_per_week, '\'(37.5-39.5]\'');0.0001;;
U;1;(fnlwgt, '\'(206692.5-276793.5]\'');(education_num, 14);(relationship, Other-relative);0.0001;;
U;1;(fnlwgt, '\'(206692.5-276793.5]\'');(education_num, 14);(race, Other);0.0001;;
U;1;(fnlwgt, '\'(206692.5-276793.5]\'');(race, Other);(hr_worked_per_week, '\'(37.5-39.5]\'');0.0001;;
U;1;(education_num, 14);(relationship, Other-relative);(race, Other);0.0001;;
U;1;(education_num, 14);(relationship, Other-relative);(hr_worked_per_week, '\'(37.5-39.5]\'');0.0001;;
U;1;(education_num, 14);(race, Other);(sex, Female);0.0001;;
U;1;(education_num, 14);(race, Other);(hr_worked_per_week, '\'(37.5-39.5]\'');0.0001;;
U;1;(marital_status, Married-civ-spouse);(relationship, Other-relative);(race, Other);0.0001;;
U;1;(marital_status, Married-civ-spouse);(relationship, Other-relative);(hr_worked_per_week, '\'(37.5-39.5]\'');0.0001;;
U;1;(occupation, Prof-specialty);(relationship, Other-relative);(race, Other);0.0001;;
U;1;(occupation, Prof-specialty);(race, Other);(hr_worked_per_week, '\'(37.5-39.5]\'');0.0001;;
U;1;(relationship, Other-relative);(race, Other);(hr_worked_per_week, '\'(37.5-39.5]\'');0.0001;;
U;1;(fnlwgt, '\'(276793.5-inf)\'');(marital_status, Widowed);(occupation, Tech-support);0.0001;;
U;1;(marital_status, Widowed);(occupation, Tech-support);(sex, Male);0.0001;;
U;1;(age, '\'(45.5-52.5]\'');(occupation, Sales);(relationship, Other-relative);0.0001;;
U;1;(age, '\'(34.5-39.5]\'');(education_num, 16);(marital_status, Divorced);0.0001;;
U;1;(marital_status, Married-spouse-absent);(occupation, Other-service);(hr_worked_per_week, '\'(52.5-inf)\'');0.0001;;
U;1;(type_employer, State-gov);(occupation, Craft-repair);(hr_worked_per_week, '\'(47.5-52.5]\'');0.0001;;
U;1;(type_employer, Self-emp-inc);(education_num, 11);(marital_status, Widowed);0.0001;;
U;1;(education_num, 11);(marital_status, Widowed);(hr_worked_per_week, '\'(47.5-52.5]\'');0.0001;;
U;1;(age, '\'(39.5-45.5]\'');(fnlwgt, '\'(176261.5-206692.5]\'');(race, Asian-Pac-Islander);0.0001;;
U;1;(type_employer, Self-emp-inc);(education_num, 13);(occupation, Machine-op-inspct);0.0001;;
U;1;(fnlwgt, '\'(176261.5-206692.5]\'');(education_num, 15);(hr_worked_per_week, '\'(37.5-39.5]\'');0.0001;;
U;1;(type_employer, Self-emp-inc);(fnlwgt, '\'(138590-176261.5]\'');(education_num, 16);0.0001;;
U;1;(type_employer, Self-emp-not-inc);(fnlwgt, '\'(138590-176261.5]\'');(race, Asian-Pac-Islander);0.0001;;
U;1;(fnlwgt, '\'(138590-176261.5]\'');(race, Asian-Pac-Islander);(hr_worked_per_week, '\'(52.5-inf)\'');0.0001;;
U;1;(age, '\'(52.5-inf)\'');(occupation, Tech-support);(race, Asian-Pac-Islander);0.0001;;
U;1;(type_employer, Federal-gov);(occupation, Tech-support);(race, Asian-Pac-Islander);0.0001;;
U;1;(type_employer, Federal-gov);(fnlwgt, '\'(176261.5-206692.5]\'');(education_num, 16);0.0001;;
U;1;(education_num, 16);(marital_status, Separated);(occupation, Exec-managerial);0.0001;;
U;1;(education_num, 16);(occupation, Exec-managerial);(relationship, Unmarried);0.0001;;
U;1;(age, '\'(-inf-27.5]\'');(fnlwgt, '\'(206692.5-276793.5]\'');(marital_status, Married-AF-spouse);0.0001;;
U;1;(age, '\'(-inf-27.5]\'');(marital_status, Married-AF-spouse);(occupation, Other-service);0.0001;;
U;1;(fnlwgt, '\'(206692.5-276793.5]\'');(education_num, 10);(marital_status, Married-AF-spouse);0.0001;;
U;1;(fnlwgt, '\'(206692.5-276793.5]\'');(marital_status, Married-AF-spouse);(hr_worked_per_week, '\'(39.5-40.5]\'');0.0001;;
U;1;(education_num, 10);(marital_status, Married-AF-spouse);(occupation, Other-service);0.0001;;
U;1;(marital_status, Married-AF-spouse);(occupation, Other-service);(hr_worked_per_week, '\'(39.5-40.5]\'');0.0001;;
U;1;(age, '\'(39.5-45.5]\'');(education_num, 15);(marital_status, Married-spouse-absent);0.0001;;
U;1;(fnlwgt, '\'(206692.5-276793.5]\'');(education_num, 15);(marital_status, Married-spouse-absent);0.0001;;
U;1;(education_num, 15);(marital_status, Married-spouse-absent);(relationship, Not-in-family);0.0001;;
U;1;(education_num, 15);(marital_status, Married-spouse-absent);(hr_worked_per_week, '\'(39.5-40.5]\'');0.0001;;
U;1;(fnlwgt, '\'(96945-138590]\'');(education_num, 14);(occupation, Transport-moving);0.0001;;
U;1;(fnlwgt, '\'(276793.5-inf)\'');(education_num, 16);(relationship, Unmarried);0.0001;;
U;1;(fnlwgt, '\'(96945-138590]\'');(education_num, 12);(race, Asian-Pac-Islander);0.0001;;
U;1;(education_num, 12);(occupation, Craft-repair);(race, Asian-Pac-Islander);0.0001;;
U;1;(occupation, Craft-repair);(race, Asian-Pac-Islander);(hr_worked_per_week, '\'(47.5-52.5]\'');0.0001;;
U;1;(age, '\'(45.5-52.5]\'');(fnlwgt, '\'(96945-138590]\'');(education_num, 2);0.0001;;
U;1;(age, '\'(45.5-52.5]\'');(education_num, 2);(occupation, Exec-managerial);0.0001;;
U;1;(age, '\'(45.5-52.5]\'');(education_num, 2);(hr_worked_per_week, '\'(47.5-52.5]\'');0.0001;;
U;1;(type_employer, Private);(education_num, 2);(occupation, Exec-managerial);0.0001;;
U;1;(fnlwgt, '\'(96945-138590]\'');(education_num, 2);(occupation, Exec-managerial);0.0001;;
U;1;(fnlwgt, '\'(96945-138590]\'');(education_num, 2);(hr_worked_per_week, '\'(47.5-52.5]\'');0.0001;;
U;1;(education_num, 2);(marital_status, Married-civ-spouse);(occupation, Exec-managerial);0.0001;;
U;1;(education_num, 2);(occupation, Exec-managerial);(relationship, Husband);0.0001;;
U;1;(education_num, 2);(occupation, Exec-managerial);(race, White);0.0001;;
U;1;(education_num, 2);(occupation, Exec-managerial);(hr_worked_per_week, '\'(47.5-52.5]\'');0.0001;;
U;1;(type_employer, Federal-gov);(marital_status, Married-spouse-absent);(hr_worked_per_week, '\'(52.5-inf)\'');0.0001;;
U;1;(type_employer, Local-gov);(education_num, 16);(hr_worked_per_week, '\'(-inf-37.5]\'');0.0001;;
U;1;(age, '\'(34.5-39.5]\'');(type_employer, Self-emp-inc);(education_num, 6);0.0001;;
U;1;(age, '\'(34.5-39.5]\'');(education_num, 13);(race, Amer-Indian-Eskimo);0.0001;;
U;1;(age, '\'(27.5-34.5]\'');(education_num, 14);(occupation, Machine-op-inspct);0.0001;;
U;1;(type_employer, State-gov);(education_num, 14);(occupation, Machine-op-inspct);0.0001;;
U;1;(type_employer, Self-emp-inc);(education_num, 6);(relationship, Unmarried);0.0001;;
U;1;(education_num, 6);(marital_status, Widowed);(occupation, Exec-managerial);0.0001;;
U;1;(education_num, 6);(marital_status, Widowed);(hr_worked_per_week, '\'(47.5-52.5]\'');0.0001;;
U;1;(education_num, 16);(occupation, Sales);(hr_worked_per_week, '\'(-inf-37.5]\'');0.0001;;
U;1;(age, '\'(39.5-45.5]\'');(type_employer, Local-gov);(race, Other);0.0001;;
U;1;(age, '\'(39.5-45.5]\'');(fnlwgt, '\'(-inf-96945]\'');(race, Other);0.0001;;
U;1;(age, '\'(39.5-45.5]\'');(occupation, Exec-managerial);(race, Other);0.0001;;
U;1;(type_employer, Local-gov);(fnlwgt, '\'(-inf-96945]\'');(race, Other);0.0001;;
U;1;(type_employer, Local-gov);(education_num, 9);(race, Other);0.0001;;
U;1;(type_employer, Local-gov);(marital_status, Married-civ-spouse);(race, Other);0.0001;;
U;1;(type_employer, Local-gov);(occupation, Exec-managerial);(race, Other);0.0001;;
U;1;(type_employer, Local-gov);(relationship, Husband);(race, Other);0.0001;;
U;1;(occupation, Exec-managerial);(relationship, Husband);(race, Other);0.0001;;
U;1;(occupation, Exec-managerial);(race, Other);(sex, Male);0.0001;;
U;1;(occupation, Craft-repair);(race, Asian-Pac-Islander);(hr_worked_per_week, '\'(-inf-37.5]\'');0.0001;;
U;1;(type_employer, Self-emp-not-inc);(education_num, 16);(relationship, Wife);0.0001;;
U;1;(fnlwgt, '\'(176261.5-206692.5]\'');(education_num, 16);(relationship, Wife);0.0001;;
U;1;(type_employer, State-gov);(education_num, 6);(occupation, Transport-moving);0.0001;;
U;1;(education_num, 14);(occupation, Tech-support);(race, Asian-Pac-Islander);0.0001;;
U;1;(education_num, 14);(occupation, Tech-support);(hr_worked_per_week, '\'(47.5-52.5]\'');0.0001;;
U;1;(age, '\'(-inf-27.5]\'');(education_num, 12);(race, Amer-Indian-Eskimo);0.0001;;
U;1;(fnlwgt, '\'(206692.5-276793.5]\'');(education_num, 12);(race, Amer-Indian-Eskimo);0.0001;;
U;1;(fnlwgt, '\'(206692.5-276793.5]\'');(race, Amer-Indian-Eskimo);(hr_worked_per_week, '\'(40.5-47.5]\'');0.0001;;
U;1;(education_num, 12);(occupation, Adm-clerical);(race, Amer-Indian-Eskimo);0.0001;;
U;1;(education_num, 12);(race, Amer-Indian-Eskimo);(hr_worked_per_week, '\'(40.5-47.5]\'');0.0001;;
U;1;(education_num, 11);(marital_status, Widowed);(hr_worked_per_week, '\'(52.5-inf)\'');0.0001;;
U;1;(age, '\'(52.5-inf)\'');(type_employer, Local-gov);(race, Asian-Pac-Islander);0.0001;;
U;1;(education_num, 13);(relationship, Wife);(race, Asian-Pac-Islander);0.0001;;
U;1;(occupation, Other-service);(relationship, Wife);(race, Asian-Pac-Islander);0.0001;;
U;1;(age, '\'(52.5-inf)\'');(education_num, 12);(race, Asian-Pac-Islander);0.0001;;
U;1;(type_employer, Federal-gov);(education_num, 12);(race, Asian-Pac-Islander);0.0001;;
U;1;(type_employer, Federal-gov);(occupation, Other-service);(race, Asian-Pac-Islander);0.0001;;
U;1;(education_num, 12);(occupation, Other-service);(race, Asian-Pac-Islander);0.0001;;
U;1;(age, '\'(45.5-52.5]\'');(relationship, Other-relative);(hr_worked_per_week, '\'(37.5-39.5]\'');0.0001;;
U;1;(marital_status, Separated);(relationship, Other-relative);(hr_worked_per_week, '\'(37.5-39.5]\'');0.0001;;
U;1;(type_employer, Federal-gov);(fnlwgt, '\'(138590-176261.5]\'');(occupation, Sales);0.0001;;
U;1;(age, '\'(52.5-inf)\'');(education_num, 16);(marital_status, Married-spouse-absent);0.0001;;
U;1;(type_employer, Self-emp-not-inc);(education_num, 16);(marital_status, Married-spouse-absent);0.0001;;
U;1;(fnlwgt, '\'(138590-176261.5]\'');(education_num, 16);(marital_status, Married-spouse-absent);0.0001;;
U;1;(education_num, 16);(marital_status, Married-spouse-absent);(relationship, Not-in-family);0.0001;;
U;1;(education_num, 16);(marital_status, Married-spouse-absent);(hr_worked_per_week, '\'(-inf-37.5]\'');0.0001;;
U;1;(age, '\'(45.5-52.5]\'');(education_num, 16);(race, Black);0.0001;;
U;1;(type_employer, Local-gov);(education_num, 16);(race, Black);0.0001;;
U;1;(education_num, 16);(relationship, Wife);(race, Black);0.0001;;
U;1;(type_employer, Local-gov);(education_num, 16);(marital_status, Never-married);0.0001;;
U;1;(type_employer, State-gov);(education_num, 8);(hr_worked_per_week, '\'(47.5-52.5]\'');0.0001;;
U;1;(age, '\'(39.5-45.5]\'');(marital_status, Widowed);(hr_worked_per_week, '\'(47.5-52.5]\'');0.0001;;
U;1;(type_employer, Self-emp-inc);(occupation, Craft-repair);(race, Asian-Pac-Islander);0.0001;;
U;1;(occupation, Craft-repair);(race, Asian-Pac-Islander);(hr_worked_per_week, '\'(52.5-inf)\'');0.0001;;
U;1;(type_employer, Self-emp-not-inc);(education_num, 5);(occupation, Sales);0.0001;;
U;1;(age, '\'(27.5-34.5]\'');(education_num, 16);(occupation, Sales);0.0001;;
U;1;(fnlwgt, '\'(138590-176261.5]\'');(education_num, 16);(occupation, Sales);0.0001;;
U;1;(fnlwgt, '\'(138590-176261.5]\'');(education_num, 15);(hr_worked_per_week, '\'(37.5-39.5]\'');0.0001;;
U;1;(age, '\'(27.5-34.5]\'');(fnlwgt, '\'(96945-138590]\'');(marital_status, Married-AF-spouse);0.0001;;
U;1;(type_employer, Federal-gov);(fnlwgt, '\'(96945-138590]\'');(marital_status, Married-AF-spouse);0.0001;;
U;1;(type_employer, Federal-gov);(marital_status, Married-AF-spouse);(relationship, Husband);0.0001;;
U;1;(type_employer, Federal-gov);(marital_status, Married-AF-spouse);(sex, Male);0.0001;;
U;1;(age, '\'(45.5-52.5]\'');(marital_status, Separated);(occupation, Tech-support);0.0001;;
U;1;(education_num, 14);(marital_status, Separated);(occupation, Tech-support);0.0001;;
U;1;(type_employer, Self-emp-not-inc);(occupation, Tech-support);(race, Black);0.0001;;
U;1;(type_employer, Self-emp-not-inc);(education_num, 13);(occupation, Machine-op-inspct);0.0001;;
U;1;(type_employer, Self-emp-not-inc);(occupation, Machine-op-inspct);(hr_worked_per_week, '\'(52.5-inf)\'');0.0001;;
U;1;(age, '\'(27.5-34.5]\'');(education_num, 15);(marital_status, Separated);0.0001;;
U;1;(type_employer, Self-emp-not-inc);(education_num, 15);(marital_status, Separated);0.0001;;
U;1;(fnlwgt, '\'(276793.5-inf)\'');(education_num, 15);(marital_status, Separated);0.0001;;
U;1;(education_num, 4);(marital_status, Widowed);(occupation, Exec-managerial);0.0001;;
U;1;(type_employer, Self-emp-not-inc);(fnlwgt, '\'(176261.5-206692.5]\'');(race, Amer-Indian-Eskimo);0.0001;;
U;1;(type_employer, State-gov);(occupation, Craft-repair);(hr_worked_per_week, '\'(52.5-inf)\'');0.0001;;
U;1;(age, '\'(45.5-52.5]\'');(education_num, 16);(hr_worked_per_week, '\'(37.5-39.5]\'');0.0001;;
U;1;(type_employer, Private);(education_num, 16);(hr_worked_per_week, '\'(37.5-39.5]\'');0.0001;;
U;1;(fnlwgt, '\'(138590-176261.5]\'');(education_num, 16);(hr_worked_per_week, '\'(37.5-39.5]\'');0.0001;;
U;1;(education_num, 16);(marital_status, Married-civ-spouse);(hr_worked_per_week, '\'(37.5-39.5]\'');0.0001;;
U;1;(education_num, 16);(occupation, Exec-managerial);(hr_worked_per_week, '\'(37.5-39.5]\'');0.0001;;
