capshp,capsurf,capcol,buis,odor,gilatt,gillspac,gillsiz,gillcol,stlkshp,stlkroot,surfabovring,surfbeloring,colabovring,colbeloring,veiltyp,veilcol,ringnum,ringtyp,sporcol,pop,hab
x,f,g,f,n,f,w,b,p,t,e,s,f,w,w,p,w,o,e,n,a,g
x,y,y,t,l,f,c,b,w,e,r,s,y,w,w,p,w,o,p,n,s,p
x,f,n,f,n,f,w,b,k,t,e,f,s,w,w,p,w,o,e,k,s,g
b,s,y,t,l,f,c,b,k,e,c,s,s,w,w,p,w,o,p,k,s,g
x,f,w,t,l,f,w,n,p,t,b,s,s,w,w,p,w,o,p,n,v,d
f,s,g,f,n,f,w,b,k,t,e,s,f,w,w,p,w,o,e,n,s,g
x,y,y,t,l,f,c,b,w,e,c,s,s,w,w,p,w,o,p,k,n,g
x,f,n,f,n,f,w,b,h,t,e,s,s,w,w,p,w,o,e,n,s,g
f,s,w,f,n,f,w,b,h,t,e,s,f,w,w,p,w,o,e,n,a,g
x,s,y,t,l,f,w,n,n,t,b,s,s,w,w,p,w,o,p,n,v,d
x,s,g,f,n,f,w,b,k,t,e,f,s,w,w,p,w,o,e,n,s,g
x,f,g,f,n,f,w,b,n,t,e,f,f,w,w,p,w,o,e,n,s,g
f,f,y,t,l,f,w,n,p,t,b,s,s,w,w,p,w,o,p,u,v,d
x,y,w,t,a,f,c,b,k,e,c,s,s,w,w,p,w,o,p,k,s,g
f,f,w,f,n,f,w,b,p,t,e,f,s,w,w,p,w,o,e,n,a,g
x,f,n,t,n,f,c,b,u,t,b,s,s,g,g,p,w,o,p,k,v,d
x,y,n,t,l,f,c,b,n,e,r,s,y,w,w,p,w,o,p,n,s,g
x,s,w,f,n,f,w,b,h,t,e,s,f,w,w,p,w,o,e,n,a,g
x,s,y,t,a,f,c,b,k,e,c,s,s,w,w,p,w,o,p,n,s,g
x,f,g,t,n,f,c,b,p,t,b,s,s,p,w,p,w,o,p,k,y,d
f,y,y,t,l,f,c,b,p,e,r,s,y,w,w,p,w,o,p,k,s,p
f,s,g,f,n,f,w,b,k,t,e,f,s,w,w,p,w,o,e,k,a,g
f,f,n,f,n,f,c,n,p,e,e,s,s,w,w,p,w,o,p,n,y,u
f,f,g,f,n,f,w,b,k,t,e,f,s,w,w,p,w,o,e,n,s,g
x,y,n,t,l,f,c,b,p,e,r,s,y,w,w,p,w,o,p,k,s,p
f,f,w,f,n,f,w,b,h,t,e,s,s,w,w,p,w,o,e,k,a,g
b,s,y,t,l,f,c,b,k,e,c,s,s,w,w,p,w,o,p,k,n,m
f,f,g,f,n,f,w,b,n,t,e,f,f,w,w,p,w,o,e,k,s,g
b,s,w,t,l,f,c,b,w,e,c,s,s,w,w,p,w,o,p,k,n,g
f,f,g,f,n,f,w,b,p,t,e,s,f,w,w,p,w,o,e,n,s,g
b,y,w,t,l,f,c,b,n,e,c,s,s,w,w,p,w,o,p,n,n,m
x,y,w,t,l,f,c,b,w,e,c,s,s,w,w,p,w,o,p,k,n,m
x,y,y,t,l,f,c,b,w,e,c,s,s,w,w,p,w,o,p,k,s,g
s,f,n,f,n,f,c,n,n,e,e,s,s,w,w,p,w,o,p,k,y,u
x,y,n,t,a,f,c,b,n,e,r,s,y,w,w,p,w,o,p,k,y,g
f,f,g,f,n,f,w,b,n,t,e,s,f,w,w,p,w,o,e,n,a,g
f,f,y,t,l,f,w,n,n,t,b,s,s,w,w,p,w,o,p,u,v,d
x,s,g,f,n,f,w,b,p,t,e,f,f,w,w,p,w,o,e,n,a,g
x,f,g,f,n,f,w,b,p,t,e,s,s,w,w,p,w,o,e,k,a,g
x,s,g,f,n,f,w,b,h,t,e,f,s,w,w,p,w,o,e,k,a,g
x,f,g,f,n,f,w,b,h,t,e,f,s,w,w,p,w,o,e,k,s,g
x,f,n,f,n,f,w,b,k,t,e,f,f,w,w,p,w,o,e,n,a,g
f,s,w,f,n,f,w,b,k,t,e,f,s,w,w,p,w,o,e,n,s,g
x,f,g,f,n,f,w,b,h,t,e,s,s,w,w,p,w,o,e,n,s,g
f,f,n,f,n,f,w,b,n,t,e,s,f,w,w,p,w,o,e,n,a,g
f,s,w,f,n,f,w,b,n,t,e,f,s,w,w,p,w,o,e,k,a,g
f,f,g,f,n,f,w,b,k,t,e,s,f,w,w,p,w,o,e,n,a,g
b,y,y,t,l,f,c,b,k,e,c,s,s,w,w,p,w,o,p,n,n,g
x,s,n,f,n,f,w,b,h,t,e,f,f,w,w,p,w,o,e,n,a,g
f,f,n,f,n,f,w,b,k,t,e,f,s,w,w,p,w,o,e,k,a,g
x,y,n,t,a,f,c,b,w,e,r,s,y,w,w,p,w,o,p,n,s,g
f,f,w,f,n,f,w,b,k,t,e,f,s,w,w,p,w,o,e,k,a,g
f,y,n,t,l,f,c,b,p,e,r,s,y,w,w,p,w,o,p,k,s,g
f,f,g,f,n,f,w,b,p,t,e,s,s,w,w,p,w,o,e,k,s,g
f,f,g,f,n,f,w,b,n,t,e,f,f,w,w,p,w,o,e,n,s,g
f,s,g,f,n,f,w,b,h,t,e,f,f,w,w,p,w,o,e,n,s,g
f,f,n,f,n,f,w,b,k,t,e,f,s,w,w,p,w,o,e,k,s,g
x,s,g,f,n,f,w,b,h,t,e,s,s,w,w,p,w,o,e,n,s,g
x,f,w,f,n,f,w,b,p,t,e,f,s,w,w,p,w,o,e,k,s,g
f,f,w,f,n,f,w,b,k,t,e,s,f,w,w,p,w,o,e,k,a,g
x,s,n,f,n,f,w,b,p,t,e,f,f,w,w,p,w,o,e,n,s,g
x,f,n,t,n,f,c,b,p,t,b,s,s,p,p,p,w,o,p,k,v,d
f,s,y,t,a,f,w,n,p,t,b,s,s,w,w,p,w,o,p,u,v,d
x,f,w,f,n,f,w,b,p,t,e,s,s,w,w,p,w,o,e,k,s,g
f,s,w,f,n,f,w,b,p,t,e,s,s,w,w,p,w,o,e,k,a,g
b,s,y,t,a,f,c,b,k,e,c,s,s,w,w,p,w,o,p,n,n,g
x,f,w,f,n,f,w,b,h,t,e,s,f,w,w,p,w,o,e,n,a,g
x,f,g,f,n,f,w,b,k,t,e,s,f,w,w,p,w,o,e,k,a,g
x,f,g,f,n,f,w,b,n,t,e,f,s,w,w,p,w,o,e,k,a,g
f,s,w,f,n,f,w,b,k,t,e,f,f,w,w,p,w,o,e,n,s,g
x,y,w,t,a,f,c,b,g,e,c,s,s,w,w,p,w,o,p,k,n,g
x,f,n,f,n,f,w,b,h,t,e,s,s,w,w,p,w,o,e,k,s,g
x,f,n,t,n,f,c,b,n,t,b,s,s,w,p,p,w,o,p,n,y,d
b,y,y,t,l,f,c,b,w,e,c,s,s,w,w,p,w,o,p,n,s,g
f,f,w,f,n,f,w,b,h,t,e,s,s,w,w,p,w,o,e,n,a,g
x,s,n,f,n,f,w,b,n,t,e,f,s,w,w,p,w,o,e,n,a,g
f,f,w,f,n,f,w,b,n,t,e,s,s,w,w,p,w,o,e,n,a,g
x,f,n,t,n,f,c,b,p,t,b,s,s,w,p,p,w,o,p,n,v,d
f,f,w,f,n,f,w,b,h,t,e,s,f,w,w,p,w,o,e,n,s,g
x,s,w,f,n,f,w,b,k,t,e,s,f,w,w,p,w,o,e,k,a,g
x,s,n,f,n,f,w,b,n,t,e,f,f,w,w,p,w,o,e,n,a,g
x,f,w,f,n,f,w,b,n,t,e,f,s,w,w,p,w,o,e,n,s,g
f,s,g,f,n,f,w,b,k,t,e,f,s,w,w,p,w,o,e,k,s,g
x,f,g,f,n,f,w,b,n,t,e,s,s,w,w,p,w,o,e,n,a,g
x,f,g,f,n,f,w,b,h,t,e,f,f,w,w,p,w,o,e,k,a,g
f,s,n,f,n,f,w,b,h,t,e,f,s,w,w,p,w,o,e,k,a,g
f,s,w,f,n,f,w,b,p,t,e,f,f,w,w,p,w,o,e,k,a,g
f,y,n,t,a,f,c,b,n,e,r,s,y,w,w,p,w,o,p,k,y,p
f,s,g,f,n,f,w,b,h,t,e,f,s,w,w,p,w,o,e,k,a,g
b,y,w,t,a,f,c,b,k,e,c,s,s,w,w,p,w,o,p,n,s,m
x,s,g,f,n,f,w,b,n,t,e,s,s,w,w,p,w,o,e,k,s,g
f,f,g,f,n,f,w,b,h,t,e,s,f,w,w,p,w,o,e,k,a,g
f,f,w,f,n,f,w,b,n,t,e,s,f,w,w,p,w,o,e,n,s,g
f,s,g,f,n,f,w,b,h,t,e,f,f,w,w,p,w,o,e,k,s,g
b,y,w,t,a,f,c,b,g,e,c,s,s,w,w,p,w,o,p,n,n,g
x,f,g,f,n,f,w,b,n,t,e,f,s,w,w,p,w,o,e,k,s,g
x,f,e,t,n,f,c,b,p,t,b,s,s,w,w,p,w,o,p,n,v,d
x,y,y,t,a,f,c,b,p,e,r,s,y,w,w,p,w,o,p,k,s,p
x,s,w,f,n,f,w,b,k,t,e,f,f,w,w,p,w,o,e,k,s,g
b,s,w,t,a,f,c,b,w,e,c,s,s,w,w,p,w,o,p,n,n,m
x,f,n,t,n,f,c,b,p,t,b,s,s,p,p,p,w,o,p,k,y,d
f,s,n,f,n,f,w,b,n,t,e,s,s,w,w,p,w,o,e,k,s,g
b,s,w,t,a,f,c,b,g,e,c,s,s,w,w,p,w,o,p,n,n,m
x,s,g,f,n,f,w,b,n,t,e,f,s,w,w,p,w,o,e,k,s,g
x,f,n,t,n,f,c,b,u,t,b,s,s,p,g,p,w,o,p,k,v,d
f,f,w,f,n,f,w,b,p,t,e,f,f,w,w,p,w,o,e,n,a,g
x,f,n,f,n,f,c,n,g,e,e,s,s,w,w,p,w,o,p,k,v,u
x,f,g,f,n,f,c,n,g,e,e,s,s,w,w,p,w,o,p,k,v,u
x,f,g,f,n,f,c,n,p,e,e,s,s,w,w,p,w,o,p,k,y,u
b,y,y,t,l,f,c,b,g,e,c,s,s,w,w,p,w,o,p,k,s,m
f,f,n,f,n,f,c,n,g,e,e,s,s,w,w,p,w,o,p,n,v,u
x,f,w,f,n,f,w,b,k,t,e,s,f,w,w,p,w,o,e,n,a,g
f,y,n,t,a,f,c,b,w,e,r,s,y,w,w,p,w,o,p,k,s,p
x,y,n,t,l,f,c,b,p,e,r,s,y,w,w,p,w,o,p,k,y,p
x,y,y,t,l,f,c,b,p,e,r,s,y,w,w,p,w,o,p,k,y,g
f,f,g,f,n,f,w,b,h,t,e,f,s,w,w,p,w,o,e,n,a,g
x,y,w,t,a,f,c,b,n,e,c,s,s,w,w,p,w,o,p,k,n,g
x,y,w,t,a,f,c,b,n,e,c,s,s,w,w,p,w,o,p,k,s,g
f,s,w,f,n,f,w,b,n,t,e,f,f,w,w,p,w,o,e,n,a,g
f,s,g,f,n,f,w,b,h,t,e,s,s,w,w,p,w,o,e,k,a,g
x,y,y,t,l,f,c,b,n,e,c,s,s,w,w,p,w,o,p,n,s,g
x,f,n,f,n,f,w,b,p,t,e,s,s,w,w,p,w,o,e,n,s,g
x,f,w,f,n,f,w,b,p,t,e,f,f,w,w,p,w,o,e,k,s,g
x,s,y,t,l,f,c,b,w,e,c,s,s,w,w,p,w,o,p,n,s,m
x,f,e,t,n,f,c,b,p,t,b,s,s,g,p,p,w,o,p,n,v,d
f,y,n,t,l,f,c,b,p,e,r,s,y,w,w,p,w,o,p,n,s,p
b,s,w,t,a,f,c,b,g,e,c,s,s,w,w,p,w,o,p,k,n,g
x,f,g,f,n,f,w,b,k,t,e,f,s,w,w,p,w,o,e,k,s,g
b,y,w,t,a,f,c,b,n,e,c,s,s,w,w,p,w,o,p,n,n,m
x,s,w,t,l,f,c,b,k,e,c,s,s,w,w,p,w,o,p,n,n,g
b,y,y,t,l,f,c,b,k,e,c,s,s,w,w,p,w,o,p,k,s,m
x,y,w,t,l,f,c,b,w,e,c,s,s,w,w,p,w,o,p,n,n,g
x,s,y,t,a,f,c,b,g,e,c,s,s,w,w,p,w,o,p,n,n,g
b,s,w,t,a,f,c,b,w,e,c,s,s,w,w,p,w,o,p,k,n,g
f,s,n,f,n,f,w,b,k,t,e,s,s,w,w,p,w,o,e,k,s,g
f,s,n,f,n,f,w,b,h,t,e,s,s,w,w,p,w,o,e,n,a,g
f,f,n,f,n,f,w,b,h,t,e,s,s,w,w,p,w,o,e,k,a,g
f,s,w,f,n,f,w,b,h,t,e,f,s,w,w,p,w,o,e,k,a,g
x,f,w,f,n,f,w,b,p,t,e,s,s,w,w,p,w,o,e,n,s,g
x,s,n,f,n,f,w,b,p,t,e,s,f,w,w,p,w,o,e,k,a,g
f,s,n,f,n,f,w,b,p,t,e,s,s,w,w,p,w,o,e,k,a,g
f,y,y,t,a,f,c,b,n,e,r,s,y,w,w,p,w,o,p,k,y,g
x,f,g,f,n,f,w,b,n,t,e,f,f,w,w,p,w,o,e,k,a,g
x,f,n,f,n,f,w,b,n,t,e,s,s,w,w,p,w,o,e,k,a,g
x,s,w,f,n,f,w,b,p,t,e,f,f,w,w,p,w,o,e,n,a,g
f,f,n,f,n,f,w,b,p,t,e,f,s,w,w,p,w,o,e,k,s,g
f,f,w,f,n,f,w,b,h,t,e,f,f,w,w,p,w,o,e,n,a,g
f,f,w,f,n,f,w,b,k,t,e,f,f,w,w,p,w,o,e,n,s,g
x,y,y,t,a,f,c,b,n,e,r,s,y,w,w,p,w,o,p,k,s,g
x,s,g,f,n,f,w,b,k,t,e,f,f,w,w,p,w,o,e,n,s,g
x,f,g,f,n,f,w,b,k,t,e,f,f,w,w,p,w,o,e,n,a,g
f,f,n,f,n,f,w,b,h,t,e,f,f,w,w,p,w,o,e,k,s,g
f,s,n,f,n,f,w,b,p,t,e,f,s,w,w,p,w,o,e,k,a,g
x,f,w,f,n,f,w,b,k,t,e,s,s,w,w,p,w,o,e,k,s,g
x,y,e,t,n,f,c,b,w,t,b,s,s,g,p,p,w,o,p,n,v,d
x,f,n,f,n,f,w,b,p,t,e,s,s,w,w,p,w,o,e,k,a,g
x,y,n,t,n,f,c,b,w,t,b,s,s,p,g,p,w,o,p,k,y,d
x,f,n,f,n,f,w,b,n,t,e,s,f,w,w,p,w,o,e,n,s,g
f,f,g,f,n,f,w,b,k,t,e,f,s,w,w,p,w,o,e,k,a,g
x,f,w,f,n,f,w,b,p,t,e,f,f,w,w,p,w,o,e,n,a,g
f,s,n,f,n,f,w,b,h,t,e,s,f,w,w,p,w,o,e,k,a,g
f,f,g,f,n,f,w,b,p,t,e,s,f,w,w,p,w,o,e,k,a,g
f,s,g,f,n,f,w,b,p,t,e,f,s,w,w,p,w,o,e,k,a,g
f,f,g,f,n,f,w,b,h,t,e,s,f,w,w,p,w,o,e,n,s,g
x,s,g,f,n,f,w,b,h,t,e,s,f,w,w,p,w,o,e,n,s,g
x,s,n,f,n,f,w,b,h,t,e,s,f,w,w,p,w,o,e,k,s,g
x,s,g,f,n,f,w,b,k,t,e,f,f,w,w,p,w,o,e,n,a,g
f,s,n,f,n,f,w,b,k,t,e,s,f,w,w,p,w,o,e,n,s,g
x,f,g,f,n,f,w,b,k,t,e,s,s,w,w,p,w,o,e,k,a,g
f,s,g,f,n,f,w,b,h,t,e,s,s,w,w,p,w,o,e,n,a,g
x,s,g,f,n,f,w,b,k,t,e,s,s,w,w,p,w,o,e,k,a,g
f,f,g,f,n,f,w,b,n,t,e,f,s,w,w,p,w,o,e,k,a,g
f,f,g,f,n,f,w,b,k,t,e,f,s,w,w,p,w,o,e,n,a,g
x,y,g,t,n,f,c,b,n,t,b,s,s,g,p,p,w,o,p,n,y,d
x,f,n,t,n,f,c,b,n,t,b,s,s,w,w,p,w,o,p,n,v,d
f,s,w,f,n,f,w,b,k,t,e,s,f,w,w,p,w,o,e,n,a,g
x,s,w,f,n,f,w,b,p,t,e,f,s,w,w,p,w,o,e,n,a,g
f,f,n,f,n,f,w,b,h,t,e,s,f,w,w,p,w,o,e,k,s,g
f,s,w,f,n,f,w,b,h,t,e,f,s,w,w,p,w,o,e,n,a,g
x,s,w,f,n,f,w,b,k,t,e,f,f,w,w,p,w,o,e,k,a,g
x,f,n,t,n,f,c,b,p,t,b,s,s,g,p,p,w,o,p,n,v,d
f,s,w,f,n,f,w,b,k,t,e,f,f,w,w,p,w,o,e,n,a,g
f,f,g,f,n,f,w,b,p,t,e,f,s,w,w,p,w,o,e,k,a,g
x,s,w,f,n,f,w,b,k,t,e,f,f,w,w,p,w,o,e,n,s,g
x,y,e,t,n,f,c,b,n,t,b,s,s,p,w,p,w,o,p,n,y,d
f,s,g,f,n,f,w,b,n,t,e,f,s,w,w,p,w,o,e,k,s,g
x,s,w,f,n,f,w,b,n,t,e,f,f,w,w,p,w,o,e,n,s,g
f,f,n,f,n,f,w,b,k,t,e,f,s,w,w,p,w,o,e,n,a,g
x,f,w,f,n,f,w,b,h,t,e,s,s,w,w,p,w,o,e,k,s,g
x,f,n,f,n,f,w,b,p,t,e,s,f,w,w,p,w,o,e,n,a,g
f,f,w,f,n,f,w,b,n,t,e,s,s,w,w,p,w,o,e,n,s,g
x,s,w,f,n,f,w,b,h,t,e,s,s,w,w,p,w,o,e,k,s,g
f,s,w,f,n,f,w,b,h,t,e,f,s,w,w,p,w,o,e,n,s,g
b,y,y,t,a,f,c,b,w,e,c,s,s,w,w,p,w,o,p,k,n,m
x,s,g,f,n,f,w,b,n,t,e,s,s,w,w,p,w,o,e,n,a,g
x,f,w,f,n,f,w,b,n,t,e,s,f,w,w,p,w,o,e,k,s,g
x,s,n,f,n,f,w,b,n,t,e,f,s,w,w,p,w,o,e,n,s,g
x,f,n,f,n,f,w,b,n,t,e,f,s,w,w,p,w,o,e,k,a,g
f,f,g,f,n,f,w,b,h,t,e,f,f,w,w,p,w,o,e,k,a,g
f,s,g,f,n,f,w,b,h,t,e,f,s,w,w,p,w,o,e,k,s,g
x,f,n,t,n,f,c,b,p,t,b,s,s,w,g,p,w,o,p,k,y,d
f,s,w,f,n,f,w,b,n,t,e,s,f,w,w,p,w,o,e,k,a,g
x,f,n,t,n,f,c,b,n,t,b,s,s,g,g,p,w,o,p,k,v,d
x,f,g,f,n,f,w,b,p,t,e,f,s,w,w,p,w,o,e,n,a,g
x,f,w,f,n,f,w,b,n,t,e,s,f,w,w,p,w,o,e,k,a,g
x,s,g,f,n,f,w,b,k,t,e,f,s,w,w,p,w,o,e,n,a,g
x,f,n,t,n,f,c,b,u,t,b,s,s,g,p,p,w,o,p,n,v,d
x,s,g,f,n,f,w,b,k,t,e,s,f,w,w,p,w,o,e,k,s,g
x,y,y,t,a,f,c,b,w,e,r,s,y,w,w,p,w,o,p,k,s,p
f,s,w,f,n,f,w,b,n,t,e,s,s,w,w,p,w,o,e,n,a,g
x,s,w,f,n,f,w,b,p,t,e,s,s,w,w,p,w,o,e,n,a,g
x,f,g,f,n,f,w,b,k,t,e,f,s,w,w,p,w,o,e,k,a,g
f,s,w,f,n,f,w,b,h,t,e,s,f,w,w,p,w,o,e,n,s,g
x,f,n,t,n,f,c,b,n,t,b,s,s,w,w,p,w,o,p,n,y,d
f,s,g,f,n,f,w,b,k,t,e,s,f,w,w,p,w,o,e,n,a,g
f,s,g,f,n,f,w,b,h,t,e,s,s,w,w,p,w,o,e,n,s,g
f,f,n,f,n,f,w,b,p,t,e,f,s,w,w,p,w,o,e,n,s,g
f,s,w,f,n,f,w,b,k,t,e,s,f,w,w,p,w,o,e,n,s,g
f,s,w,f,n,f,w,b,h,t,e,s,s,w,w,p,w,o,e,n,a,g
f,s,g,f,n,f,w,b,p,t,e,s,s,w,w,p,w,o,e,n,s,g
f,f,w,f,n,f,w,b,n,t,e,f,f,w,w,p,w,o,e,n,s,g
f,s,n,f,n,f,w,b,p,t,e,s,f,w,w,p,w,o,e,n,a,g
x,f,g,f,n,f,w,b,n,t,e,f,s,w,w,p,w,o,e,n,a,g
b,y,y,t,l,f,c,b,k,e,c,s,s,w,w,p,w,o,p,k,n,g
f,f,n,f,n,f,w,b,k,t,e,f,f,w,w,p,w,o,e,n,s,g
f,s,g,f,n,f,w,b,k,t,e,s,s,w,w,p,w,o,e,n,s,g
x,f,n,t,n,f,c,b,n,t,b,s,s,w,g,p,w,o,p,k,y,d
b,s,y,t,l,f,c,b,n,e,c,s,s,w,w,p,w,o,p,k,s,m
x,s,w,f,n,f,w,b,p,t,e,s,s,w,w,p,w,o,e,k,s,g
f,f,n,t,n,f,c,b,n,t,b,s,s,w,p,p,w,o,p,n,y,d
f,f,w,f,n,f,w,b,n,t,e,f,s,w,w,p,w,o,e,k,s,g
x,s,n,f,n,f,w,b,k,t,e,f,s,w,w,p,w,o,e,n,a,g
f,s,n,f,n,f,w,b,n,t,e,s,f,w,w,p,w,o,e,k,a,g
b,s,y,t,l,f,c,b,g,e,c,s,s,w,w,p,w,o,p,k,n,g
f,s,g,f,n,f,w,b,k,t,e,f,f,w,w,p,w,o,e,n,a,g
x,s,g,f,n,f,w,b,k,t,e,s,f,w,w,p,w,o,e,n,a,g
f,f,g,f,n,f,w,b,k,t,e,f,f,w,w,p,w,o,e,k,s,g
x,f,g,f,n,f,w,b,k,t,e,s,s,w,w,p,w,o,e,k,s,g
f,s,w,f,n,f,w,b,n,t,e,s,s,w,w,p,w,o,e,k,a,g
f,f,g,f,n,f,w,b,p,t,e,s,f,w,w,p,w,o,e,n,a,g
f,s,w,f,n,f,w,b,h,t,e,s,s,w,w,p,w,o,e,k,a,g
x,f,n,t,n,f,c,b,n,t,b,s,s,p,g,p,w,o,p,k,y,d
x,s,n,f,n,f,w,b,p,t,e,s,f,w,w,p,w,o,e,n,a,g
x,f,e,t,n,f,c,b,u,t,b,s,s,w,p,p,w,o,p,n,y,d
x,y,y,t,a,f,c,b,n,e,c,s,s,w,w,p,w,o,p,n,n,g
f,f,w,f,n,f,w,b,k,t,e,f,s,w,w,p,w,o,e,k,s,g
x,s,w,f,n,f,w,b,n,t,e,s,f,w,w,p,w,o,e,k,a,g
f,f,n,f,n,f,w,b,h,t,e,f,s,w,w,p,w,o,e,n,a,g
f,f,g,t,n,f,c,b,n,t,b,s,s,w,g,p,w,o,p,n,y,d
f,s,w,f,n,f,w,b,n,t,e,s,s,w,w,p,w,o,e,n,s,g
f,f,w,f,n,f,w,b,h,t,e,s,f,w,w,p,w,o,e,k,a,g
x,s,w,f,n,f,w,b,p,t,e,f,f,w,w,p,w,o,e,k,s,g
x,f,n,t,n,f,c,b,p,t,b,s,s,g,w,p,w,o,p,n,y,d
x,y,g,t,n,f,c,b,u,t,b,s,s,w,p,p,w,o,p,n,v,d
x,y,g,t,n,f,c,b,p,t,b,s,s,w,g,p,w,o,p,n,v,d
f,s,n,f,n,f,w,b,k,t,e,f,f,w,w,p,w,o,e,n,s,g
f,s,w,f,n,f,w,b,h,t,e,f,f,w,w,p,w,o,e,n,s,g
f,s,n,f,n,f,w,b,k,t,e,s,f,w,w,p,w,o,e,n,a,g
x,s,n,f,n,f,w,b,p,t,e,f,f,w,w,p,w,o,e,k,a,g
f,f,w,f,n,f,w,b,h,t,e,f,f,w,w,p,w,o,e,k,a,g
x,f,n,f,n,f,w,b,n,t,e,f,f,w,w,p,w,o,e,k,s,g
f,f,w,f,n,f,w,b,p,t,e,s,s,w,w,p,w,o,e,k,a,g
f,f,n,f,n,f,w,b,n,t,e,f,s,w,w,p,w,o,e,n,a,g
f,s,w,f,n,f,w,b,n,t,e,f,s,w,w,p,w,o,e,k,s,g
f,f,n,f,n,f,w,b,p,t,e,f,s,w,w,p,w,o,e,n,a,g
f,f,w,f,n,f,w,b,k,t,e,s,s,w,w,p,w,o,e,k,a,g
f,s,w,f,n,f,w,b,p,t,e,s,f,w,w,p,w,o,e,n,s,g
x,f,n,f,n,f,w,b,k,t,e,s,f,w,w,p,w,o,e,n,a,g
f,f,w,f,n,f,w,b,p,t,e,f,f,w,w,p,w,o,e,n,s,g
x,f,g,f,n,f,w,b,n,t,e,s,f,w,w,p,w,o,e,k,a,g
f,s,n,f,n,f,w,b,p,t,e,s,s,w,w,p,w,o,e,n,a,g
x,f,g,t,n,f,c,b,n,t,b,s,s,g,g,p,w,o,p,k,v,d
f,f,w,f,n,f,w,b,n,t,e,f,s,w,w,p,w,o,e,n,a,g
f,f,n,f,n,f,w,b,p,t,e,f,f,w,w,p,w,o,e,k,s,g
x,s,n,f,n,f,w,b,p,t,e,s,s,w,w,p,w,o,e,k,s,g
x,f,w,f,n,f,w,b,h,t,e,s,f,w,w,p,w,o,e,k,s,g
b,s,y,t,l,f,c,b,g,e,c,s,s,w,w,p,w,o,p,k,s,g
f,f,w,f,n,f,w,b,k,t,e,s,f,w,w,p,w,o,e,k,s,g
f,f,n,f,n,f,w,b,k,t,e,s,s,w,w,p,w,o,e,k,s,g
f,f,n,f,n,f,w,b,p,t,e,s,f,w,w,p,w,o,e,k,s,g
f,s,n,f,n,f,w,b,k,t,e,s,s,w,w,p,w,o,e,n,a,g
f,s,n,f,n,f,w,b,n,t,e,f,s,w,w,p,w,o,e,k,a,g
f,s,g,f,n,f,w,b,h,t,e,f,f,w,w,p,w,o,e,k,a,g
x,f,g,f,n,f,w,b,h,t,e,s,f,w,w,p,w,o,e,k,a,g
f,f,n,f,n,f,w,b,k,t,e,s,s,w,w,p,w,o,e,n,s,g
x,f,g,t,n,f,c,b,w,t,b,s,s,w,p,p,w,o,p,n,v,d
x,f,n,t,n,f,c,b,p,t,b,s,s,g,p,p,w,o,p,k,v,d
x,f,n,f,n,f,w,b,k,t,e,s,f,w,w,p,w,o,e,n,s,g
x,f,g,t,n,f,c,b,w,t,b,s,s,g,w,p,w,o,p,k,y,d
x,s,w,f,n,f,w,b,h,t,e,s,s,w,w,p,w,o,e,n,s,g
f,s,w,f,n,f,w,b,h,t,e,f,f,w,w,p,w,o,e,k,a,g
x,s,w,f,n,f,w,b,p,t,e,f,s,w,w,p,w,o,e,k,s,g
f,f,g,f,n,f,w,b,k,t,e,s,f,w,w,p,w,o,e,k,s,g
x,f,n,t,n,f,c,b,p,t,b,s,s,w,p,p,w,o,p,n,y,d
x,s,w,f,n,f,w,b,k,t,e,s,f,w,w,p,w,o,e,n,s,g
x,s,n,f,n,f,w,b,h,t,e,f,s,w,w,p,w,o,e,k,s,g
f,s,g,f,n,f,w,b,p,t,e,s,f,w,w,p,w,o,e,n,s,g
f,s,n,f,n,f,w,b,k,t,e,s,f,w,w,p,w,o,e,k,s,g
f,y,y,t,a,f,c,b,p,e,r,s,y,w,w,p,w,o,p,n,y,g
x,f,g,t,n,f,c,b,n,t,b,s,s,g,p,p,w,o,p,k,y,d
f,s,g,f,n,f,w,b,n,t,e,s,s,w,w,p,w,o,e,n,a,g
x,s,g,f,n,f,w,b,h,t,e,f,s,w,w,p,w,o,e,n,a,g
x,s,w,f,n,f,w,b,h,t,e,f,f,w,w,p,w,o,e,k,a,g
x,s,w,f,n,f,w,b,p,t,e,s,s,w,w,p,w,o,e,k,a,g
f,s,g,f,n,f,w,b,n,t,e,s,s,w,w,p,w,o,e,k,a,g
f,s,n,f,n,f,w,b,n,t,e,s,s,w,w,p,w,o,e,n,s,g
x,f,n,f,n,f,w,b,k,t,e,f,f,w,w,p,w,o,e,k,s,g
f,s,n,f,n,f,w,b,p,t,e,s,f,w,w,p,w,o,e,k,s,g
f,s,n,f,n,f,w,b,n,t,e,f,f,w,w,p,w,o,e,n,a,g
x,f,w,f,n,f,w,b,n,t,e,s,f,w,w,p,w,o,e,n,a,g
f,f,w,f,n,f,w,b,k,t,e,f,s,w,w,p,w,o,e,n,a,g
f,f,n,f,n,f,w,b,h,t,e,s,f,w,w,p,w,o,e,k,a,g
x,y,w,t,l,f,c,b,g,e,c,s,s,w,w,p,w,o,p,n,s,m
x,s,n,f,n,f,w,b,n,t,e,f,s,w,w,p,w,o,e,k,a,g
x,s,g,f,n,f,w,b,h,t,e,f,f,w,w,p,w,o,e,n,s,g
