age,type_employer,fnlwgt,education_num,marital_status,occupation,relationship,race,sex,hr_worked_per_week
'\'(39.5-45.5]\'',Private,'\'(206692.5-276793.5]\'',10,Married-civ-spouse,Prof-specialty,Husband,White,Male,'\'(40.5-47.5]\''
'\'(39.5-45.5]\'',Private,'\'(138590-176261.5]\'',12,Married-civ-spouse,Prof-specialty,Husband,White,Male,'\'(52.5-inf)\''
'\'(27.5-34.5]\'',Private,'\'(206692.5-276793.5]\'',9,Married-civ-spouse,Prof-specialty,Husband,White,Male,'\'(52.5-inf)\''
'\'(45.5-52.5]\'',Private,'\'(138590-176261.5]\'',9,Married-civ-spouse,Sales,Husband,White,Male,'\'(39.5-40.5]\''
'\'(45.5-52.5]\'',Private,'\'(138590-176261.5]\'',13,Married-civ-spouse,Protective-serv,Husband,White,Male,'\'(52.5-inf)\''
'\'(27.5-34.5]\'',Private,'\'(176261.5-206692.5]\'',13,Married-civ-spouse,Exec-managerial,Husband,White,Male,'\'(40.5-47.5]\''
'\'(45.5-52.5]\'',Private,'\'(176261.5-206692.5]\'',13,Married-civ-spouse,Exec-managerial,Husband,White,Male,'\'(39.5-40.5]\''
'\'(52.5-inf)\'',Private,'\'(-inf-96945]\'',9,Married-civ-spouse,Craft-repair,Husband,White,Male,'\'(47.5-52.5]\''
'\'(52.5-inf)\'',Private,'\'(96945-138590]\'',12,Married-civ-spouse,Exec-managerial,Husband,White,Male,'\'(47.5-52.5]\''
'\'(34.5-39.5]\'',Private,'\'(206692.5-276793.5]\'',13,Married-civ-spouse,Exec-managerial,Husband,White,Male,'\'(39.5-40.5]\''
'\'(39.5-45.5]\'',Private,'\'(176261.5-206692.5]\'',12,Married-civ-spouse,Exec-managerial,Husband,White,Male,'\'(47.5-52.5]\''
'\'(52.5-inf)\'',Private,'\'(-inf-96945]\'',9,Married-civ-spouse,Craft-repair,Husband,White,Male,'\'(47.5-52.5]\''
'\'(39.5-45.5]\'',Self-emp-not-inc,'\'(176261.5-206692.5]\'',9,Married-civ-spouse,Exec-managerial,Husband,White,Male,'\'(40.5-47.5]\''
'\'(34.5-39.5]\'',Private,'\'(276793.5-inf)\'',10,Married-civ-spouse,Prof-specialty,Husband,White,Male,'\'(47.5-52.5]\''
'\'(27.5-34.5]\'',Private,'\'(138590-176261.5]\'',12,Married-civ-spouse,Prof-specialty,Husband,White,Male,'\'(40.5-47.5]\''
'\'(52.5-inf)\'',Private,'\'(96945-138590]\'',13,Married-civ-spouse,Sales,Husband,White,Male,'\'(39.5-40.5]\''
'\'(45.5-52.5]\'',Private,'\'(-inf-96945]\'',10,Married-civ-spouse,Prof-specialty,Husband,White,Male,'\'(40.5-47.5]\''
'\'(34.5-39.5]\'',Private,'\'(-inf-96945]\'',9,Married-civ-spouse,Craft-repair,Husband,White,Male,'\'(47.5-52.5]\''
'\'(45.5-52.5]\'',Private,'\'(96945-138590]\'',9,Married-civ-spouse,Exec-managerial,Husband,White,Male,'\'(52.5-inf)\''
'\'(45.5-52.5]\'',Private,'\'(176261.5-206692.5]\'',11,Married-civ-spouse,Exec-managerial,Husband,White,Male,'\'(47.5-52.5]\''
'\'(45.5-52.5]\'',Private,'\'(96945-138590]\'',10,Married-civ-spouse,Exec-managerial,Husband,White,Male,'\'(52.5-inf)\''
'\'(39.5-45.5]\'',Private,'\'(276793.5-inf)\'',12,Married-civ-spouse,Sales,Husband,White,Male,'\'(40.5-47.5]\''
'\'(45.5-52.5]\'',Self-emp-not-inc,'\'(-inf-96945]\'',11,Married-civ-spouse,Sales,Husband,White,Male,'\'(39.5-40.5]\''
'\'(45.5-52.5]\'',Private,'\'(96945-138590]\'',13,Married-civ-spouse,Sales,Husband,White,Male,'\'(40.5-47.5]\''
'\'(45.5-52.5]\'',Private,'\'(206692.5-276793.5]\'',10,Married-civ-spouse,Craft-repair,Husband,White,Male,'\'(39.5-40.5]\''
'\'(34.5-39.5]\'',Private,'\'(276793.5-inf)\'',13,Married-civ-spouse,Sales,Husband,White,Male,'\'(40.5-47.5]\''
'\'(45.5-52.5]\'',Private,'\'(176261.5-206692.5]\'',13,Married-civ-spouse,Prof-specialty,Husband,White,Male,'\'(40.5-47.5]\''
'\'(27.5-34.5]\'',Private,'\'(96945-138590]\'',12,Married-civ-spouse,Sales,Husband,White,Male,'\'(40.5-47.5]\''
'\'(45.5-52.5]\'',Private,'\'(206692.5-276793.5]\'',9,Married-civ-spouse,Transport-moving,Husband,White,Male,'\'(39.5-40.5]\''
'\'(27.5-34.5]\'',Private,'\'(276793.5-inf)\'',12,Married-civ-spouse,Sales,Husband,White,Male,'\'(47.5-52.5]\''
'\'(39.5-45.5]\'',Private,'\'(138590-176261.5]\'',9,Married-civ-spouse,Exec-managerial,Husband,White,Male,'\'(47.5-52.5]\''
'\'(39.5-45.5]\'',Private,'\'(176261.5-206692.5]\'',10,Married-civ-spouse,Exec-managerial,Husband,White,Male,'\'(47.5-52.5]\''
'\'(34.5-39.5]\'',Private,'\'(96945-138590]\'',13,Married-civ-spouse,Craft-repair,Husband,White,Male,'\'(47.5-52.5]\''
'\'(52.5-inf)\'',Private,'\'(-inf-96945]\'',9,Married-civ-spouse,Exec-managerial,Husband,White,Male,'\'(-inf-37.5]\''
'\'(39.5-45.5]\'',Private,'\'(176261.5-206692.5]\'',13,Married-civ-spouse,Exec-managerial,Husband,White,Male,'\'(47.5-52.5]\''
'\'(34.5-39.5]\'',Private,'\'(176261.5-206692.5]\'',13,Married-civ-spouse,Prof-specialty,Husband,White,Male,'\'(52.5-inf)\''
'\'(52.5-inf)\'',Private,'\'(96945-138590]\'',9,Married-civ-spouse,Craft-repair,Husband,White,Male,'\'(52.5-inf)\''
'\'(27.5-34.5]\'',Private,'\'(-inf-96945]\'',10,Married-civ-spouse,Adm-clerical,Husband,White,Male,'\'(-inf-37.5]\''
'\'(45.5-52.5]\'',Self-emp-not-inc,'\'(176261.5-206692.5]\'',13,Married-civ-spouse,Prof-specialty,Husband,White,Male,'\'(39.5-40.5]\''
'\'(45.5-52.5]\'',Private,'\'(-inf-96945]\'',11,Married-civ-spouse,Sales,Husband,White,Male,'\'(40.5-47.5]\''
'\'(52.5-inf)\'',Private,'\'(206692.5-276793.5]\'',10,Married-civ-spouse,Exec-managerial,Husband,White,Male,'\'(-inf-37.5]\''
'\'(45.5-52.5]\'',Private,'\'(138590-176261.5]\'',10,Married-civ-spouse,Exec-managerial,Husband,White,Male,'\'(39.5-40.5]\''
'\'(39.5-45.5]\'',Private,'\'(96945-138590]\'',13,Married-civ-spouse,Exec-managerial,Husband,White,Male,'\'(47.5-52.5]\''
'\'(52.5-inf)\'',Private,'\'(138590-176261.5]\'',12,Married-civ-spouse,Exec-managerial,Husband,White,Male,'\'(39.5-40.5]\''
'\'(27.5-34.5]\'',Private,'\'(276793.5-inf)\'',13,Married-civ-spouse,Exec-managerial,Husband,White,Male,'\'(47.5-52.5]\''
'\'(45.5-52.5]\'',Private,'\'(276793.5-inf)\'',14,Married-civ-spouse,Prof-specialty,Husband,White,Male,'\'(52.5-inf)\''
'\'(45.5-52.5]\'',Private,'\'(138590-176261.5]\'',9,Married-civ-spouse,Prof-specialty,Husband,White,Male,'\'(40.5-47.5]\''
'\'(34.5-39.5]\'',Private,'\'(276793.5-inf)\'',10,Married-civ-spouse,Craft-repair,Husband,White,Male,'\'(40.5-47.5]\''
'\'(39.5-45.5]\'',Private,'\'(138590-176261.5]\'',11,Married-civ-spouse,Exec-managerial,Husband,White,Male,'\'(40.5-47.5]\''
'\'(52.5-inf)\'',Private,'\'(-inf-96945]\'',11,Married-civ-spouse,Exec-managerial,Husband,White,Male,'\'(47.5-52.5]\''
'\'(45.5-52.5]\'',Private,'\'(-inf-96945]\'',13,Married-civ-spouse,Prof-specialty,Husband,White,Male,'\'(52.5-inf)\''
'\'(39.5-45.5]\'',Private,'\'(138590-176261.5]\'',10,Married-civ-spouse,Sales,Husband,White,Male,'\'(40.5-47.5]\''
'\'(34.5-39.5]\'',Private,'\'(176261.5-206692.5]\'',10,Married-civ-spouse,Prof-specialty,Husband,White,Male,'\'(40.5-47.5]\''
'\'(39.5-45.5]\'',Private,'\'(176261.5-206692.5]\'',13,Married-civ-spouse,Exec-managerial,Husband,White,Male,'\'(40.5-47.5]\''
'\'(39.5-45.5]\'',Private,'\'(138590-176261.5]\'',12,Married-civ-spouse,Exec-managerial,Husband,White,Male,'\'(39.5-40.5]\''
'\'(45.5-52.5]\'',Private,'\'(138590-176261.5]\'',13,Married-civ-spouse,Craft-repair,Husband,White,Male,'\'(52.5-inf)\''
'\'(34.5-39.5]\'',Private,'\'(176261.5-206692.5]\'',13,Married-civ-spouse,Exec-managerial,Husband,White,Male,'\'(40.5-47.5]\''
'\'(45.5-52.5]\'',Private,'\'(96945-138590]\'',12,Married-civ-spouse,Prof-specialty,Husband,White,Male,'\'(47.5-52.5]\''
'\'(34.5-39.5]\'',Private,'\'(138590-176261.5]\'',13,Married-civ-spouse,Exec-managerial,Husband,White,Male,'\'(52.5-inf)\''
'\'(27.5-34.5]\'',Private,'\'(206692.5-276793.5]\'',14,Married-civ-spouse,Sales,Husband,White,Male,'\'(52.5-inf)\''
'\'(39.5-45.5]\'',Private,'\'(276793.5-inf)\'',11,Married-civ-spouse,Transport-moving,Husband,White,Male,'\'(40.5-47.5]\''
'\'(34.5-39.5]\'',Private,'\'(176261.5-206692.5]\'',9,Married-civ-spouse,Exec-managerial,Husband,White,Male,'\'(-inf-37.5]\''
'\'(39.5-45.5]\'',Private,'\'(276793.5-inf)\'',15,Married-civ-spouse,Prof-specialty,Husband,White,Male,'\'(40.5-47.5]\''
'\'(34.5-39.5]\'',Private,'\'(-inf-96945]\'',10,Married-civ-spouse,Exec-managerial,Husband,White,Male,'\'(52.5-inf)\''
'\'(39.5-45.5]\'',Private,'\'(276793.5-inf)\'',11,Married-civ-spouse,Craft-repair,Husband,White,Male,'\'(40.5-47.5]\''
'\'(34.5-39.5]\'',Private,'\'(138590-176261.5]\'',10,Married-civ-spouse,Exec-managerial,Husband,White,Male,'\'(39.5-40.5]\''
'\'(45.5-52.5]\'',Private,'\'(96945-138590]\'',9,Married-civ-spouse,Exec-managerial,Husband,White,Male,'\'(52.5-inf)\''
'\'(52.5-inf)\'',Private,'\'(206692.5-276793.5]\'',9,Married-civ-spouse,Exec-managerial,Husband,White,Male,'\'(47.5-52.5]\''
'\'(34.5-39.5]\'',Private,'\'(176261.5-206692.5]\'',13,Married-civ-spouse,Sales,Husband,White,Male,'\'(40.5-47.5]\''
'\'(27.5-34.5]\'',Private,'\'(-inf-96945]\'',13,Married-civ-spouse,Sales,Husband,White,Male,'\'(40.5-47.5]\''
'\'(52.5-inf)\'',Self-emp-not-inc,'\'(176261.5-206692.5]\'',13,Married-civ-spouse,Prof-specialty,Husband,White,Male,'\'(39.5-40.5]\''
'\'(45.5-52.5]\'',Private,'\'(-inf-96945]\'',10,Married-civ-spouse,Craft-repair,Husband,White,Male,'\'(-inf-37.5]\''
'\'(27.5-34.5]\'',Private,'\'(276793.5-inf)\'',9,Married-civ-spouse,Exec-managerial,Husband,White,Male,'\'(40.5-47.5]\''
'\'(39.5-45.5]\'',Private,'\'(276793.5-inf)\'',12,Married-civ-spouse,Exec-managerial,Husband,White,Male,'\'(39.5-40.5]\''
'\'(39.5-45.5]\'',Private,'\'(176261.5-206692.5]\'',10,Married-civ-spouse,Prof-specialty,Husband,White,Male,'\'(47.5-52.5]\''
'\'(27.5-34.5]\'',Private,'\'(276793.5-inf)\'',11,Married-civ-spouse,Exec-managerial,Husband,White,Male,'\'(40.5-47.5]\''
'\'(52.5-inf)\'',Private,'\'(176261.5-206692.5]\'',12,Married-civ-spouse,Exec-managerial,Husband,White,Male,'\'(52.5-inf)\''
'\'(45.5-52.5]\'',Private,'\'(206692.5-276793.5]\'',9,Married-civ-spouse,Exec-managerial,Husband,White,Male,'\'(39.5-40.5]\''
'\'(39.5-45.5]\'',Private,'\'(206692.5-276793.5]\'',13,Married-civ-spouse,Sales,Husband,White,Male,'\'(47.5-52.5]\''
'\'(45.5-52.5]\'',Private,'\'(-inf-96945]\'',9,Married-civ-spouse,Tech-support,Husband,White,Male,'\'(39.5-40.5]\''
'\'(27.5-34.5]\'',Private,'\'(276793.5-inf)\'',10,Married-civ-spouse,Prof-specialty,Husband,White,Male,'\'(47.5-52.5]\''
'\'(27.5-34.5]\'',Private,'\'(138590-176261.5]\'',11,Married-civ-spouse,Prof-specialty,Husband,White,Male,'\'(39.5-40.5]\''
'\'(39.5-45.5]\'',Private,'\'(176261.5-206692.5]\'',14,Married-civ-spouse,Exec-managerial,Husband,White,Male,'\'(47.5-52.5]\''
'\'(45.5-52.5]\'',Private,'\'(276793.5-inf)\'',10,Married-civ-spouse,Prof-specialty,Husband,White,Male,'\'(40.5-47.5]\''
'\'(39.5-45.5]\'',Private,'\'(206692.5-276793.5]\'',13,Married-civ-spouse,Prof-specialty,Husband,White,Male,'\'(47.5-52.5]\''
'\'(34.5-39.5]\'',Private,'\'(176261.5-206692.5]\'',12,Married-civ-spouse,Exec-managerial,Husband,White,Male,'\'(40.5-47.5]\''
'\'(39.5-45.5]\'',Self-emp-inc,'\'(276793.5-inf)\'',13,Married-civ-spouse,Exec-managerial,Husband,White,Male,'\'(40.5-47.5]\''
'\'(45.5-52.5]\'',Private,'\'(-inf-96945]\'',14,Married-civ-spouse,Exec-managerial,Husband,White,Male,'\'(47.5-52.5]\''
'\'(39.5-45.5]\'',Private,'\'(206692.5-276793.5]\'',14,Married-civ-spouse,Craft-repair,Husband,White,Male,'\'(37.5-39.5]\''
'\'(39.5-45.5]\'',Private,'\'(276793.5-inf)\'',12,Married-civ-spouse,Prof-specialty,Husband,White,Male,'\'(40.5-47.5]\''
'\'(39.5-45.5]\'',Private,'\'(176261.5-206692.5]\'',12,Married-civ-spouse,Craft-repair,Husband,White,Male,'\'(52.5-inf)\''
'\'(39.5-45.5]\'',Private,'\'(-inf-96945]\'',13,Married-civ-spouse,Prof-specialty,Husband,White,Male,'\'(47.5-52.5]\''
'\'(45.5-52.5]\'',Private,'\'(206692.5-276793.5]\'',11,Married-civ-spouse,Prof-specialty,Husband,White,Male,'\'(52.5-inf)\''
'\'(34.5-39.5]\'',Private,'\'(-inf-96945]\'',9,Married-civ-spouse,Exec-managerial,Husband,White,Male,'\'(47.5-52.5]\''
'\'(39.5-45.5]\'',Private,'\'(138590-176261.5]\'',14,Married-civ-spouse,Exec-managerial,Husband,White,Male,'\'(40.5-47.5]\''
'\'(34.5-39.5]\'',Private,'\'(176261.5-206692.5]\'',14,Married-civ-spouse,Prof-specialty,Husband,White,Male,'\'(52.5-inf)\''
'\'(34.5-39.5]\'',Private,'\'(176261.5-206692.5]\'',12,Married-civ-spouse,Sales,Husband,White,Male,'\'(40.5-47.5]\''
'\'(45.5-52.5]\'',Private,'\'(138590-176261.5]\'',13,Married-civ-spouse,Exec-managerial,Husband,White,Male,'\'(40.5-47.5]\''
'\'(39.5-45.5]\'',Private,'\'(176261.5-206692.5]\'',12,Married-civ-spouse,Exec-managerial,Husband,White,Male,'\'(39.5-40.5]\''
'\'(27.5-34.5]\'',Private,'\'(276793.5-inf)\'',13,Married-civ-spouse,Exec-managerial,Husband,White,Male,'\'(47.5-52.5]\''
'\'(34.5-39.5]\'',Private,'\'(276793.5-inf)\'',12,Married-civ-spouse,Craft-repair,Husband,White,Male,'\'(47.5-52.5]\''
'\'(52.5-inf)\'',Private,'\'(96945-138590]\'',13,Married-civ-spouse,Sales,Husband,White,Male,'\'(39.5-40.5]\''
'\'(39.5-45.5]\'',Private,'\'(176261.5-206692.5]\'',13,Married-civ-spouse,Exec-managerial,Husband,White,Male,'\'(40.5-47.5]\''
'\'(45.5-52.5]\'',Private,'\'(96945-138590]\'',14,Married-civ-spouse,Exec-managerial,Husband,White,Male,'\'(40.5-47.5]\''
'\'(52.5-inf)\'',Private,'\'(276793.5-inf)\'',10,Married-civ-spouse,Prof-specialty,Husband,White,Male,'\'(40.5-47.5]\''
'\'(34.5-39.5]\'',Private,'\'(276793.5-inf)\'',9,Married-civ-spouse,Sales,Husband,White,Male,'\'(40.5-47.5]\''
'\'(34.5-39.5]\'',Private,'\'(176261.5-206692.5]\'',14,Married-civ-spouse,Prof-specialty,Husband,White,Male,'\'(47.5-52.5]\''
'\'(39.5-45.5]\'',Private,'\'(206692.5-276793.5]\'',10,Married-civ-spouse,Prof-specialty,Husband,White,Male,'\'(40.5-47.5]\''
'\'(45.5-52.5]\'',Private,'\'(138590-176261.5]\'',14,Married-civ-spouse,Prof-specialty,Husband,White,Male,'\'(40.5-47.5]\''
'\'(34.5-39.5]\'',Private,'\'(206692.5-276793.5]\'',10,Married-civ-spouse,Prof-specialty,Husband,White,Male,'\'(52.5-inf)\''
'\'(39.5-45.5]\'',Private,'\'(206692.5-276793.5]\'',10,Married-civ-spouse,Craft-repair,Husband,White,Male,'\'(37.5-39.5]\''
'\'(45.5-52.5]\'',Private,'\'(96945-138590]\'',13,Married-civ-spouse,Sales,Husband,White,Male,'\'(52.5-inf)\''
'\'(39.5-45.5]\'',Private,'\'(176261.5-206692.5]\'',10,Married-civ-spouse,Prof-specialty,Husband,White,Male,'\'(40.5-47.5]\''
'\'(27.5-34.5]\'',Private,'\'(-inf-96945]\'',11,Married-civ-spouse,Exec-managerial,Husband,White,Male,'\'(52.5-inf)\''
'\'(45.5-52.5]\'',Private,'\'(206692.5-276793.5]\'',14,Married-civ-spouse,Prof-specialty,Husband,White,Male,'\'(52.5-inf)\''
'\'(39.5-45.5]\'',Private,'\'(96945-138590]\'',11,Married-civ-spouse,Sales,Husband,White,Male,'\'(40.5-47.5]\''
'\'(27.5-34.5]\'',Private,'\'(276793.5-inf)\'',12,Married-civ-spouse,Prof-specialty,Husband,White,Male,'\'(40.5-47.5]\''
'\'(45.5-52.5]\'',Private,'\'(138590-176261.5]\'',10,Married-civ-spouse,Prof-specialty,Husband,White,Male,'\'(39.5-40.5]\''
'\'(45.5-52.5]\'',Private,'\'(138590-176261.5]\'',9,Married-civ-spouse,Exec-managerial,Husband,White,Male,'\'(40.5-47.5]\''
'\'(39.5-45.5]\'',Private,'\'(206692.5-276793.5]\'',13,Married-civ-spouse,Prof-specialty,Husband,White,Male,'\'(47.5-52.5]\''
'\'(45.5-52.5]\'',Private,'\'(206692.5-276793.5]\'',12,Married-civ-spouse,Prof-specialty,Husband,White,Male,'\'(40.5-47.5]\''
'\'(39.5-45.5]\'',Private,'\'(206692.5-276793.5]\'',11,Married-civ-spouse,Prof-specialty,Husband,White,Male,'\'(47.5-52.5]\''
'\'(39.5-45.5]\'',Private,'\'(-inf-96945]\'',11,Married-civ-spouse,Sales,Husband,White,Male,'\'(40.5-47.5]\''
'\'(39.5-45.5]\'',Private,'\'(176261.5-206692.5]\'',10,Married-civ-spouse,Exec-managerial,Husband,White,Male,'\'(52.5-inf)\''
'\'(34.5-39.5]\'',Private,'\'(96945-138590]\'',12,Married-civ-spouse,Prof-specialty,Husband,White,Male,'\'(-inf-37.5]\''
'\'(45.5-52.5]\'',Private,'\'(276793.5-inf)\'',12,Married-civ-spouse,Craft-repair,Husband,White,Male,'\'(52.5-inf)\''
'\'(45.5-52.5]\'',Private,'\'(276793.5-inf)\'',13,Married-civ-spouse,Exec-managerial,Husband,White,Male,'\'(39.5-40.5]\''
'\'(27.5-34.5]\'',Private,'\'(176261.5-206692.5]\'',9,Married-civ-spouse,Exec-managerial,Husband,White,Male,'\'(47.5-52.5]\''
'\'(45.5-52.5]\'',Private,'\'(138590-176261.5]\'',13,Married-civ-spouse,Prof-specialty,Husband,White,Male,'\'(47.5-52.5]\''
'\'(27.5-34.5]\'',Private,'\'(96945-138590]\'',9,Married-civ-spouse,Exec-managerial,Husband,White,Male,'\'(39.5-40.5]\''
'\'(39.5-45.5]\'',Private,'\'(176261.5-206692.5]\'',11,Married-civ-spouse,Sales,Husband,White,Male,'\'(40.5-47.5]\''
'\'(27.5-34.5]\'',Private,'\'(276793.5-inf)\'',14,Married-civ-spouse,Prof-specialty,Husband,White,Male,'\'(47.5-52.5]\''
'\'(45.5-52.5]\'',Private,'\'(176261.5-206692.5]\'',13,Married-civ-spouse,Exec-managerial,Husband,White,Male,'\'(40.5-47.5]\''
'\'(45.5-52.5]\'',Private,'\'(138590-176261.5]\'',14,Married-civ-spouse,Craft-repair,Husband,White,Male,'\'(52.5-inf)\''
'\'(39.5-45.5]\'',Private,'\'(138590-176261.5]\'',9,Married-civ-spouse,Craft-repair,Husband,White,Male,'\'(39.5-40.5]\''
'\'(39.5-45.5]\'',Private,'\'(206692.5-276793.5]\'',9,Married-civ-spouse,Sales,Husband,White,Male,'\'(40.5-47.5]\''
'\'(52.5-inf)\'',Private,'\'(-inf-96945]\'',9,Married-civ-spouse,Craft-repair,Husband,White,Male,'\'(47.5-52.5]\''
'\'(52.5-inf)\'',Private,'\'(206692.5-276793.5]\'',9,Married-civ-spouse,Transport-moving,Husband,White,Male,'\'(40.5-47.5]\''
'\'(52.5-inf)\'',Private,'\'(-inf-96945]\'',9,Married-civ-spouse,Craft-repair,Husband,White,Male,'\'(40.5-47.5]\''
'\'(39.5-45.5]\'',Private,'\'(276793.5-inf)\'',13,Married-civ-spouse,Prof-specialty,Husband,White,Male,'\'(39.5-40.5]\''
'\'(52.5-inf)\'',Private,'\'(176261.5-206692.5]\'',13,Married-civ-spouse,Exec-managerial,Husband,White,Male,'\'(39.5-40.5]\''
'\'(39.5-45.5]\'',Private,'\'(276793.5-inf)\'',13,Married-civ-spouse,Sales,Husband,White,Male,'\'(40.5-47.5]\''
'\'(39.5-45.5]\'',Private,'\'(176261.5-206692.5]\'',14,Married-civ-spouse,Prof-specialty,Husband,White,Male,'\'(40.5-47.5]\''
'\'(34.5-39.5]\'',Private,'\'(176261.5-206692.5]\'',13,Married-civ-spouse,Exec-managerial,Husband,White,Male,'\'(52.5-inf)\''
'\'(52.5-inf)\'',Private,'\'(206692.5-276793.5]\'',14,Married-civ-spouse,Prof-specialty,Husband,White,Male,'\'(-inf-37.5]\''
'\'(34.5-39.5]\'',Private,'\'(276793.5-inf)\'',13,Married-civ-spouse,Prof-specialty,Husband,White,Male,'\'(47.5-52.5]\''
'\'(39.5-45.5]\'',Private,'\'(138590-176261.5]\'',14,Married-civ-spouse,Prof-specialty,Husband,White,Male,'\'(47.5-52.5]\''
'\'(39.5-45.5]\'',Private,'\'(176261.5-206692.5]\'',13,Married-civ-spouse,Adm-clerical,Husband,White,Male,'\'(39.5-40.5]\''
'\'(34.5-39.5]\'',Private,'\'(176261.5-206692.5]\'',9,Married-civ-spouse,Transport-moving,Husband,White,Male,'\'(52.5-inf)\''
'\'(45.5-52.5]\'',Private,'\'(-inf-96945]\'',10,Married-civ-spouse,Tech-support,Husband,White,Male,'\'(39.5-40.5]\''
'\'(52.5-inf)\'',Private,'\'(206692.5-276793.5]\'',11,Married-civ-spouse,Adm-clerical,Husband,White,Male,'\'(-inf-37.5]\''
'\'(39.5-45.5]\'',Private,'\'(176261.5-206692.5]\'',13,Married-civ-spouse,Exec-managerial,Husband,White,Male,'\'(40.5-47.5]\''
'\'(39.5-45.5]\'',Private,'\'(176261.5-206692.5]\'',13,Married-civ-spouse,Prof-specialty,Husband,White,Male,'\'(52.5-inf)\''
'\'(52.5-inf)\'',Private,'\'(176261.5-206692.5]\'',9,Married-civ-spouse,Transport-moving,Husband,White,Male,'\'(39.5-40.5]\''
'\'(39.5-45.5]\'',Private,'\'(276793.5-inf)\'',13,Married-civ-spouse,Sales,Husband,White,Male,'\'(39.5-40.5]\''
'\'(52.5-inf)\'',Private,'\'(138590-176261.5]\'',13,Married-civ-spouse,Prof-specialty,Husband,White,Male,'\'(40.5-47.5]\''
'\'(39.5-45.5]\'',Private,'\'(176261.5-206692.5]\'',10,Married-civ-spouse,Adm-clerical,Husband,White,Male,'\'(52.5-inf)\''
'\'(34.5-39.5]\'',Private,'\'(-inf-96945]\'',11,Married-civ-spouse,Prof-specialty,Husband,White,Male,'\'(40.5-47.5]\''
'\'(45.5-52.5]\'',Private,'\'(206692.5-276793.5]\'',9,Married-civ-spouse,Exec-managerial,Husband,White,Male,'\'(39.5-40.5]\''
'\'(39.5-45.5]\'',Private,'\'(138590-176261.5]\'',12,Married-civ-spouse,Prof-specialty,Husband,White,Male,'\'(39.5-40.5]\''
'\'(27.5-34.5]\'',Private,'\'(276793.5-inf)\'',11,Married-civ-spouse,Prof-specialty,Husband,White,Male,'\'(47.5-52.5]\''
'\'(39.5-45.5]\'',Private,'\'(96945-138590]\'',10,Married-civ-spouse,Exec-managerial,Husband,White,Male,'\'(40.5-47.5]\''
'\'(45.5-52.5]\'',Private,'\'(-inf-96945]\'',9,Married-civ-spouse,Craft-repair,Husband,White,Male,'\'(40.5-47.5]\''
'\'(34.5-39.5]\'',Private,'\'(276793.5-inf)\'',12,Married-civ-spouse,Sales,Husband,White,Male,'\'(39.5-40.5]\''
'\'(45.5-52.5]\'',Private,'\'(138590-176261.5]\'',13,Married-civ-spouse,Exec-managerial,Husband,White,Male,'\'(47.5-52.5]\''
'\'(39.5-45.5]\'',Private,'\'(96945-138590]\'',13,Married-civ-spouse,Prof-specialty,Husband,White,Male,'\'(47.5-52.5]\''
'\'(34.5-39.5]\'',Private,'\'(276793.5-inf)\'',6,Married-civ-spouse,Exec-managerial,Husband,White,Male,'\'(52.5-inf)\''
'\'(39.5-45.5]\'',Private,'\'(176261.5-206692.5]\'',13,Married-civ-spouse,Exec-managerial,Husband,White,Male,'\'(47.5-52.5]\''
'\'(45.5-52.5]\'',Private,'\'(96945-138590]\'',11,Married-civ-spouse,Exec-managerial,Husband,White,Male,'\'(39.5-40.5]\''
'\'(39.5-45.5]\'',Private,'\'(206692.5-276793.5]\'',9,Married-civ-spouse,Sales,Husband,White,Male,'\'(39.5-40.5]\''
'\'(39.5-45.5]\'',Private,'\'(96945-138590]\'',12,Married-civ-spouse,Prof-specialty,Husband,White,Male,'\'(52.5-inf)\''
'\'(39.5-45.5]\'',Self-emp-inc,'\'(96945-138590]\'',13,Married-civ-spouse,Prof-specialty,Husband,White,Male,'\'(40.5-47.5]\''
'\'(34.5-39.5]\'',Private,'\'(206692.5-276793.5]\'',11,Married-civ-spouse,Exec-managerial,Husband,White,Male,'\'(52.5-inf)\''
'\'(39.5-45.5]\'',Private,'\'(138590-176261.5]\'',13,Married-civ-spouse,Prof-specialty,Husband,White,Male,'\'(47.5-52.5]\''
'\'(45.5-52.5]\'',Private,'\'(176261.5-206692.5]\'',11,Married-civ-spouse,Exec-managerial,Husband,White,Male,'\'(40.5-47.5]\''
'\'(34.5-39.5]\'',Private,'\'(206692.5-276793.5]\'',10,Married-civ-spouse,Prof-specialty,Husband,White,Male,'\'(40.5-47.5]\''
'\'(34.5-39.5]\'',Private,'\'(176261.5-206692.5]\'',12,Married-civ-spouse,Prof-specialty,Husband,White,Male,'\'(-inf-37.5]\''
'\'(45.5-52.5]\'',Private,'\'(-inf-96945]\'',12,Married-civ-spouse,Prof-specialty,Husband,White,Male,'\'(40.5-47.5]\''
'\'(45.5-52.5]\'',Private,'\'(96945-138590]\'',13,Married-civ-spouse,Sales,Husband,White,Male,'\'(40.5-47.5]\''
'\'(34.5-39.5]\'',Private,'\'(-inf-96945]\'',13,Married-civ-spouse,Exec-managerial,Husband,White,Male,'\'(40.5-47.5]\''
'\'(52.5-inf)\'',Private,'\'(96945-138590]\'',12,Married-civ-spouse,Prof-specialty,Husband,White,Male,'\'(39.5-40.5]\''
'\'(45.5-52.5]\'',Private,'\'(138590-176261.5]\'',9,Married-civ-spouse,Prof-specialty,Husband,White,Male,'\'(47.5-52.5]\''
